uid	startnode	endnode	reportdate	order	amount	ratio
f698de840fb044128e566c22294f6714	4e5ea1dfe7a990334c19d40b6c4eb431	968e309a8d9adb6bd61b2572f498da0f	""	6	10667524	1.16
ce01d88c0bbb463a91825aabe7eabab7	4e5ea1dfe7a990334c19d40b6c4eb431	a4e6d2fa7f97b4919dee1c621f238b7d	""	2	42691772	3.26
fbb89420e51246bc998c5c0ce5834e5f	4e5ea1dfe7a990334c19d40b6c4eb431	ba173c19151c410b1f7d794b5125a6f2	""	2	116847002	4.38
5bed0c09d4c348599a20cd83a875a1cb	4edb4679b4076f9d6885f5506df43204	a5d2146682ce9014392e06e0a22bb9ea	""	4	24120900	2.01
93bdb12d15e5424b9e5e7e7464098f25	50171c033053c6232bc09785abb731df	968e309a8d9adb6bd61b2572f498da0f	""	9	6437767	0.7
19388b0d55764448b55aed08149462a1	5196f7d241ea978a65782a181ef6b5ea	184004786e094d77cf2e62bce864ab07	""	4	18261000	1.09
61e5bde1e8324c708daf6efc25087879	5196f7d241ea978a65782a181ef6b5ea	90f1f56ba2b1c0520e5bf572dc74f994	""	6	24891300	0.876
f31f95d9486b460b9e27121764e7229d	5a8c659af1de5f5cb70d17bfd1e0c409	bcd2e67d109b16149f52ad5d3fefda6e	""	3	80706660	4.46
df5013810b1a4d37b9d0861a68fb6304	5f76d620a2beaa3151c5d8f18500d5b1	b423d0cdc23d90259f1be13d3e9f3afc	""	6	4521743	1.11
670672a7da1e47a8a4429ce45c4ec840	640ba69f285d5adf87119b59e3bf1b39	413ff191cc7dce16023685393313aec3	""	6	15345800	2
a1590a5eb35e43f5a3477f97a9ef1dfe	732776fb98a17a8ff4cf76fe5e5a7fa1	d98559769775f9bc40795f63c067cf41	""	0	209261113	31.31
07a2b86330ca4c27a8dbca4a4f2b2e4a	76f927c8843fc12bc819fddb5aa82012	7141027b05bf20dd8db2287423f237c0	""	5	7875000	1.27
4c389cde980a4b058b8867a5a5072f4f	84a6451c84bfb5076de1c8ce38ee07cc	e7fcdfd0ba1dd5fe63cf7c1f050a7384	""	8	4242	0.0001
81096e081a38413e852a3430a89f1218	8b7c1321a5aa104c8b4fc716d95f1f04	7c4276828146b896d253f13f2dc7cec1	""	3	6355932	2.31
27376148c3e3491eae25233092870f79	8c971fe2beeebdbfcac4365bde0801e9	97b9062d89e5c665595aa86c3002b1b8	""	6	1786320	2.27
3844f26b73c640d39cfb8258e4025784	8ce54738d2f0ecf3c4fcd6ff5f59b169	06dd8ec1bf554d004616038067d29b0e	""	6	2000000	0.39
a7993598ad254de79d84cd538232ba46	8e1211632176566205bcc88dbe946d35	8305ddd00c957b2ff0ffbb23267cff1d	""	2	393700787	6.37
38af00c15393452fa13069dbb281517f	90391f360599c5ba81e6405dabc42ca6	1402c138872689cc6bfad306ed13deb7	""	0	40950000	51.52
bc7e29078ca54ae999933a1d7e69046f	924d653738d392ab7d120976490170e7	bc6d07c1bf484adeb60e72cafe0d72ad	""	5	41320000	3.07
f0ff2be8e6da43e286bbe1e1ec194558	98480be70a257aa0e9dd3f88fa17b75e	ab3a82b0e016409f5334e7897842044d	""	8	4437105	0.73
c88b526a133e4a3a9ad4424109c94421	999536c0f3fcad5e5f54c7b3c7b7de1d	309f0ca870e8c4a0345701b9cb7d2c29	""	4	7200000	2.45
9e47fde149e74dd1a8c8ae46d64e132a	a014cb5a68d718b152845f5092334569	60a746a90e4b2e5284b4345ba73afbef	""	4	102113898	5.44
f301eaf6237c49b9b0d6c7d4b5f5a49b	a0d8a5b318f2018f9b06af51b81c7945	2bf32fd1a1c2ecbff75ee9a3b399fd79	""	5	33899718	1.57
799a6b4c631344b7a417a5bfcb2b0007	a476e9c1bda7f033d2d8f2ccb31aaca6	e82ef3b7e3693c1fa2dfe32744256dc3	""	1	50000000	10.69
317089b7db7c4a20a20990909ed41517	a6607656005d4546e4ff27f84d8ca9a4	c31acb1d298689ac331464f27ab5982c	""	2	15999915	4.98
ffeac769f31d45b0b7112391cbca8339	aa89f13a1a62375cc7f354e9b67e48cb	a7b5ca79256d5a58b81303480516287f	""	3	18917011	1.07
f581dc69d3574d05b630bec2ee0bc4c4	abe35d2bb66a3c03d5520bc1c4981867	0e1f085891b4f89dd6bdf35d16743011	""	7	14103812	0.46
63a99c82a9614de98da88585b0bbeda8	adb52f38b8987678a8799eca6f84524c	df36f6c9b78f50cc8581638df9fbe4b8	""	6	9166410	0.85
0b221c2b50bd40dd808410db6026d022	b9a662f979c87d8c527f5a903e4f5e05	d41435ebf57b8c7d2dffbd3eeafe963d	""	0	101725800	14.42
1037a1a644844840ba6cd68663143b3c	b9f5d9d2c90e9f7b04d8c5f4f33dc0bb	1bfac1298bdc9c898a57c0ccf5195b91	""	3	32733630	8.16
e2b207e3ebb0484986fc1038acceae34	bc2a38005c98fb3b1f0d4e5071248b2e	60aa6137fb15e670874995504aaa563b	""	2	27656098	5.95
d5803fe54ddc45f7bd51ba2d892311b3	bfc2f62162de39d3b0c1e3a79bb27e73	3dcad0dde06ad34999eb6eb9ac9a71d5	""	0	162741800	30.31
ad73348cc9914a44aa8d4999ac0b8f75	c4299f31711d9e95cdc3bba81586a368	0e1f085891b4f89dd6bdf35d16743011	""	4	29114324	0.96
d08b103f4eb24d3986656aa6e0e3b6f1	c4f8d6f557ddb4aff718bbb40e47d1b3	c87c1233c274ed2bd56cf0d677590d98	""	1	83866000	18.868
bf3e8cc1ac18439cb42548cbefdc430a	c640f5b86bd9d41d948b95025f4c7ce3	938b970e41e2f97d2ee26c5132e6c51e	""	8	9294536	0.85
9e8a6d3098b8444794faebd2d3eb5778	c6e41532e07346862f9fbb3c8fc87909	36b19fdb59844a30f7468dd01bf77204	""	3	13668750	1.81
0c0a72a1b6dd45699002e94360705c99	c6e41532e07346862f9fbb3c8fc87909	45fd82ab132ea315e7582ce2e76ee987	""	3	42779753	1.71
c4d8cf04427749cd82010709e52d452c	c6e41532e07346862f9fbb3c8fc87909	d299cdca8fc63324f6e880c692ddf49e	""	4	15740271	2.34
d3f8e42267d34bc0bb911bfd98c5a021	c6e41532e07346862f9fbb3c8fc87909	e7c55b539113fba488f45b2eacb6a4d2	""	7	4505933	0.39
ed2ef2b79e2b4ea8a3e795e30f4cf578	cac53f21664e695d45578fa6fead68f0	659ccd1e2a7ddab29816cf1aab451bf3	""	1	265693579	6.05
ec175c93ec3344d5b18710695d651509	cf9f14f6295fa4dd4ae7fa152013c4b5	c0ece790467951f7026731c977d00689	""	3	47000000	5.78
62e93ee16fa64f79bdd1f8b688482935	d5787c7845a6839fccdf4cfd4480d7ff	ccd633b4c1c8e2eb1a60a00131c1a3eb	""	0	90902330	22.17
ea70320c3a9c431981818129e9ad5fde	d605821937a06bca915e29e5e781300e	aee888eacdbd74cb3460fa6f1446740f	""	7	1297886	1.3
82d0513e0d5d44a0b8b90ed407165081	dcc61039edf7439abd18af9fda8cbeec	b66308f27fb8b3f1deb5517a87a54351	""	1	34295661	3.74
bdcf527fbb4043a9b0ad753745f0983f	df93dee14a7f71bc5dacfe411d9b67fd	2fce1f88b1bb2585062907d448b65b06	""	3	4290000	4.45
727311e158194f47acc0944977fbf43c	e7c447597899c6d5fc3846cbdad5fee6	a3da337d26bc1f768a60d52d3bd7858f	""	6	4000290	1.77
c27e6f962eb2461499077c0a9d0bce29	eb77b3570577d97b589ac9a75793b4fd	e72e4cb6906e8d4912d51adcfd753819	""	1	86600000	9.47
f86d6e5da81842f099e77aac39881a2e	ef915d7dcf48218f4f045caccb95721d	024f48f07aa55f8bbd0d8f0397b97d60	""	7	15947486	0.7
bb4c1eb2925b4144946279cf76a712d3	f0aeee0de21311a8f55ec2f0aa69aab1	2fce1f88b1bb2585062907d448b65b06	""	9	2145000	2.22
a42d2fc4ece648779d82707cf259fae8	f3c5d47b544f4138005885c8cc1884ee	b5e4be17c258c18eb580e4008853cacd	""	8	37283074	1.35
30fe89eb4e2546b696387730b15ecb62	f606f1ec0f39b562612ac051125c9709	decd469a17c0d0cb28398d36b9de4e96	""	1	113400000	6.868
37ab6771df654c6ca7ca74c303ee6007	f688a0317278ce927257e34159a28495	b7f5402ff7b8ee011f210bb41a882a86	""	3	6300000	3.09
0a9defaa5e2f4f8e8bb90e06f5d24891	fb6b2a80881d726bc71f4b1f7ec266c3	88c9f7c59c0eb68bc1deb282ec99670a	""	5	114317075	2.93
97a631f6c23148daa7d25d0db60d3ae6	fdfb12c80ac1402d2ec6ce065b25b6eb	20fa0cdf9af50b1918c2844262c8955d	""	3	105168000	2.93
663b79674676475f970bdffe9d71886b	065573cd9b01fb0f838754dcbe73a2dd	3c75e12694ab3a04cd8212d2f24b6cc5	""	2	243252041	6.88
7923229dbfe9486582e691db39094def	0713c53fcc8e515e24762c66661d5ff8	4828f03c51450f4c83044b990b60deae	""	5	10327620	3.29
1153d1d3d2934aba9a121d7e364dee53	097dd3f730e1e4ae43fa899948a51886	5adc0eaf9ba04b8393e57d58dd0876d9	""	1	10229332	6.35
247f20f6ed50487094a27c15fcce9a33	0c5d6a6935068632f6b82ce8fcaf3568	1e30ba45a1cb91471d5e74842d116332	""	7	22503458	0.82
8e2d249c96674e7081691b68f2f2fef7	0edf2914930e3f75fc0286dbda56cdd0	100439c921c11d2f2d8155452c0679ea	""	8	2171320	0.23
fd4afb1773dc4351a5d31ac498cb7f24	0efdc1e8cc4fb95b7151e5c06d34c641	dc3094f66fa56ffed50955b3b149cfa7	""	1	11057294380	21.07
5fa8f2dde1b942bdaac534c440e962f0	14a43396937d3a83e087db62dd3a822e	3eaca27a665b00b03671d5dbfa8ccba2	""	0	375655958	28.7
15addbc9cbff4900a5e8540e1597c607	176049ff3233a76a41cb6ca50ffbd4ce	d88a10c41def61790efc9313de7850fe	""	7	1611215	1.12
c160e4011a944370988cedfcabd11d2c	1ae25fe8f714c7ea0a18ac13043d2ab5	40ecb1a3c4ef1c8a59e99ec424fcb31a	""	5	16840000	3.71
30aa2d373df54d5294a2ebf8a432781c	1c1eccf4080c385da80d44617a1519e2	613e2f43667852038e8160ea9eedad1f	""	2	19838363	5
ffdba56a7e554af1ab942bb912c95a86	28cd2bc941314724758e0a5b4e7189e9	a781cbd143ce00fc8bb2823e39fad6c5	""	0	229369200	24.57
c70e7dee57104fac831b616d3e2316fb	2e5bec65cc8d6c1a5f4a1b12a1656515	a39cab46bb01cc9ff63eae48ef42bf8f	""	9	18092100	0.93
421c27e5a8504d059b64980090e01b50	2efb724de5626d2af4b66d3e73744d18	6931cba5f2f1b49786150c5e81b73f81	""	2	500500000	3.68
2f43578f93674ac09b5fc40c9133643c	317c132438f2e3069146bda9c3372db8	4c75dee7651e3d4c5857974397e3f8b0	""	4	5100000	0.88
b42c5d76911c4fae9219d558ffbf7e35	346dbd0c70dcf9a00b10f6897d907b80	d7422cf023a653ccd216c8a4dedd3000	""	5	8931133	2.0516
e460c281226e4e0685856a5aad95422b	37b01011417f1713dd1e0e413ccea795	9ae6097fccc8275d150d2b0eb0a145dd	""	4	14700704	3.01
3cfe6d21ac2848e38ed58455d08f76fc	37bf6057d528605c6649d6f92170a706	6351794844cab3f3574406600fca67be	""	0	48519310	5.27
80c0bb731f154b47bc1d43537fd770d1	3cb10e85f842255de66e36f83e1a03d7	911595f818456953b580e00e491a887b	""	1	207384700	18.11
5483aeb4c393488a813c60f99f3ea975	4314dfb5940c313971abe8ca6756a93a	d616820601fcb8a40e9dbe125e46dd18	""	6	57626600	5.33
f1b9fc6365514c64ab92c507fbf56189	480a67055704e7e9770228af5de511e4	e66c7ce822a9ab65f687ab9ef2116b8b	""	3	39347100	0.85
5ca64ec02dac4f7a86bec5dcc2229c78	4acf81e398255f27074f752f6aa55eec	9130920c1eb3491f2202ccbe38e1f437	""	5	63751408	1.17
d0dfd9fc001843ad8818d1ae681fff7a	4c1170213ef1169c41d24ebbf33a49f4	8a7aaf18c9bd774b79a0184301614200	""	9	133250000	0.11
7d66f2ea097e44cba65425b86fecd1f8	4d42341926af644851d87060c90c5e99	60ddd5a2a5b430d3ebf02730acb08326	""	6	8222845	2.42
a7b131ba408946e4a0ba4f0de84c9afd	4e5ea1dfe7a990334c19d40b6c4eb431	05da8f5af1bca627343ad8b2cf4240a0	""	4	47278008	2.91
e75034961b584b7d9ad0cd78a4872728	4e5ea1dfe7a990334c19d40b6c4eb431	3fd50d7a5bcb05c544fd06867f40bcbe	""	1	32203281	2.56
2249165c2d604d47b7dd7746097cd70f	5196f7d241ea978a65782a181ef6b5ea	17f59fa8ad7ed581cbbd88e2d23579ac	""	4	10394250	0.38
faecbd727a794ede8e31830830423b7e	51e19a22647a5a07fdafa58305f1b6f1	3f3358c41e59e4ddcba7022823d90af5	""	9	16645195	1.76
69cf3ac7b1ec4230b76037af79ae5b44	5442381313e1c6e31b0eea4fe245c0bd	8ccba9b4ae59b286d0452ef2b2cbb139	""	0	1263099071	49.86
4a64023101164cb386feffd114ea30f2	56469b6cffed4bc107ecd66416994a8a	ddfe4ca06e6134c3825a463a645863f9	""	4	2426183	2.43
2d581cc6e09748d1a6d98db63377a2c0	565eea8995a65302e1191695886f5ec2	25d581375e63474d05609e8dde847605	""	2	14500000	8.17
6f4cb8faffad4249ac73a86589e7c009	576420ea4c121e6f58fd31965109667a	bea6644b3b98f46e243318fc65ff2b9d	""	4	3942960	2.46
6fa373b09c27482cbff544474a4fd79b	576e45dbf4ac07692d43bdd0f1dbff2d	0409044f5d5e9d41da96f40bc005009c	""	7	4440119	0.3824
2add3cab55bc499c8ffe50dc1a5ffd93	58babfb87fdbd110229484c3bb5a0111	16edb6e846aac184f0d0b0f1b4b6641d	""	7	8767565	1.09
4d08f941ff3242d4823ee7108d016e3b	5df9dc4f2b0b51dd9ae9869e2f51e57f	218a56bf3b7d138c7334f9a750e10916	""	7	10278777	1.07
4374c128b9fd4f8e8aad9db0680899c5	6122793ea7404bb6d95f0d865257f6a0	be7ce9c61cbaf8422cff45bb8ea0984f	""	2	16800000	3.73
66519d02fecd4dd08bf9ddf83e7764eb	64fe10bc19f781ecc35280a75aa24e09	ff0cb642a977bcc78bf52457d1e587ea	""	8	5100000	0.36
65b19043f4bd4bada3da413928fccbeb	68db17e52d8a452bd69e24b8225c3432	9d7f33855cac2af3e9fc603f7c123952	""	3	6929842	1.76
7f3ddc4791ea4c83bf495ff4f7dedbec	6c3e7a5c4394407e9309d1112ae75547	01d31e0ceb5a31b9ee0efcdaceac57db	""	3	6912000	3.6
41c50d191bf94c8ebf19fae965702de3	6c5a5898505b246c584286166b3b96ee	577b6cb66dd6b9469a0039ad631eb4d4	""	2	200000000	5.52
d4001289a16a4b7fb20a0b1b9a83e333	6ee503991897554cb13ca23a6b87f19a	46523c03d76ae5a9550fa87347a8d6c4	""	8	4691179	0.28
aee940e131c64588b09c5b3f1b6bbf83	6fcab0f6be63847bb2ea31fd9916ed1f	5bd8ce3b70a2439017058b0cc98dc158	""	1	26861640	7.21
6f54fb5a580a4ab1b29a4dba78c6d222	707c1d8e137943d5fd7695106fa1da87	7a2b05efc94bdaff6959e0a82fdd1493	""	8	2296724	1.89
924ddeba81594e1e904453074acc6434	741d0f7d442ef5a3da76459f775430ea	6c5a5898505b246c584286166b3b96ee	""	2	41021000	1.81
8b7947f9d16043368fa1afbc70aaab4a	7d55e6ab3af2d212457672226920e3b8	da14b2ca374adb12f7d4c5f1f84313e4	""	3	22027302	3.37
f1c77a76e40e4461b9764d3a02e2b463	8685ba73a9b88e0e2504135f0c67fc8f	058a4f934a40c5af32c1d7e2ddd9cbf1	""	9	3940923	0.54
fb9ed3efe32342dab257333440f43cbd	8e1c075143cbf0ba10a0772e3679badc	7860da58e6d134e3c174573dd1713860	""	1	234921900	5.23
a57504fa0dc145469684b743ea4ba6da	8f8e6465f3ea247de59fde81fa27095a	16401cd7bd506dc536d543e4b00a9f39	""	1	86983100	6.08
ba6e97dde5a54ed7910e852b7f3b015d	a376c07c46b64e99f32f57294af03616	566a887795a425e2b9d86c98c8ce86a2	""	2	8414632	1.65
8a71eadcd0bc488b82190077b359a80c	a71e32179dcb3368434895e307e9e3a1	fadb09a41ebd0336dde8ba8a39199129	""	2	40026300	2.55
5651b39449884945871a8f0fce24edfc	a725874b62d6ce2da74004c1aafc0aee	02012f5e9c8e18d2ce890948401f97b4	""	2	20608136	7.3
07791199e65245ea8b8a56a062775964	aa542513444a30b62c0e49832e8f8b68	cf650abe4170fa5c10d700b3f7eea672	""	4	31954732	1.99
2dd78b879eee417fa4ae783a88239699	acb592a4499ba0837f18f82a2fa9930a	95338957002b4b31d0ae24f371b7139c	""	5	5000000	2.17
9bd1fa6239fb4f22985089a325ddf7a7	ace8c7aa324088a74caacd8239da2d66	3b279db753167b3eee2c524732177491	""	2	7040300	4.91
708c3026bc114655aa0e0338099b361f	b0250a4b842c180c7408d2341d2e6715	ac1e165dbf768157d00dea13ea8b6d0f	""	1	274365399	7.75
55810044924f44168243778411dba55e	b07596212f239ca703a17747d30fae21	0ab852c09a1e6d737a4786d0c8d1c262	""	8	59479553	3.42
93209e733ae041e8bd4d9260b429a089	b195c8184a72f5bfd2d6b86855293998	bd847b7bfbfde8dbd1fcb471257cc99e	""	2	54000000	3.94
bea1a70525b745db8ea67415b6919155	b3ad2dfae69160b456f65c7e98eeab0a	ecd7af306e38ce9d21eaaaeeb4f11ba2	""	4	278288059	3.12
e9e494cb54604b4589fc1b88c2137246	b3bd40d8a0c4c23e2ca367acf96edb23	a6474282cc266cfdd9651819012433f8	""	2	3123049	1.47
e31d47a3a3384ef080098178fb30221d	b6181b02bab4e4a64cfce3fb9598440c	2b520b50e76f32242e453f390b3e0a76	""	2	160846680	3.81
55571f24e6b14b448a5ff36cdf381456	b8afedc39e088f852ce8d930b9e0acfe	c4eb3e4af804dacf557b2abef894fb60	""	8	16314160	0.99
db9ec26fda3a487aaf2db93f4f7ca401	bd1ae5338f57724ec2a9e394d719487a	ce666a5c8cc4b3da8073507fa05c5362	""	0	228227298	53.04
627231ef02b64881a881a94d70e20576	beb85efc371c16f12b859faeddd86cdc	7cc292a689e754ee4971ac1917024e78	""	9	52975597	1.65
467af5677729413792d9ade6f4a8d5a0	bfb0c5ea8d3048f20eb4b8a36680e1ac	127bdc182afe3be20b31cb285c9c8b34	""	1	495143859	16.77
6b0a8af67bd243ed944f33481b62106d	c521519959247f292e96dd13dd7692c0	60846f76f7a06048d0f94ad5fde71d6d	""	6	6160042	1.48
347e0a0d176342eb8eb04a97cd850f2c	c6e41532e07346862f9fbb3c8fc87909	039cfbee5c5cc023b3d997057e928883	""	6	73051798	1.44
6901c226e3bd47689abc332cf5d45295	c6e41532e07346862f9fbb3c8fc87909	3d0754abd4b8f8b94e3dacd05711723e	""	5	2990021	1.85
1c5491a5bc2347c5841930ff92949b79	c6e41532e07346862f9fbb3c8fc87909	68946a3b97588b69904a8985e8eca705	""	9	1965881	0.22
aa8fc89f0ae74a5790f9f90a6469d520	c6e41532e07346862f9fbb3c8fc87909	f5e9db4b60da651d8748f6a13c24eb0a	""	7	1178865276	0.33
b0a6c3d2a4a64b329e8d50d25533a2e8	cc54f442fbeafc335e6758a625776387	001e4977af1c24df69beb340deed2547	""	1	5334892824	18.18
f3fb8c5f5f8c4efeb4a0dd2521c97e13	cc6c1da9558bc8c22bf6c5014969a44b	416448117d6a45a11b4d65295b2dffd6	""	2	9960600	12.45
8a4e9dd88f484d3e9ab3968a86244f9b	ccff2d8819fb185fb2778dd06a27cc26	550245ce37d31963948f0a1f1c6623cf	""	9	2208618	0.94
677f2d8476c24a7abc092ef4e777e9b0	cf9e19d22d50a4cbc6aab252a04daec7	94fb733ebdd019365217283d89d61fcf	""	2	18400000	7.67
3f5c44811ff44681906fd50d975eccd6	d7aa12d82def41db057b82d7f52153b5	ad88dd8deee23448ac19b66d5096a11a	""	2	14250000	4.75
cd0f6a8d4de04293b45811809e8fbfe3	d8a2ac24c5a66cc3d7a774b86ad5c8d0	5e6045d5b26b60f691d2b6fb28b01728	""	4	18876731	1.04
e530972ef5fb4165b6c00a95e7364e8b	dedd2a87938b6894d6f65b907cffe423	0633d567d1449b54d4624fd8e1d40263	""	3	26791488	2.38
df0047169d7345538886bacd333147ef	e304ffe37280660ec11393b1ecb5d35d	63c8f3faea53a2cf0ed28b91af67f9f1	""	3	7189350	3
c4cd77c7a31b4f55adfcf871346645df	e6f1e3c2774ed947fe47f744d9df15f9	902fff902fdd4d2075e325f35fdcde7b	""	6	5460388	0.61
8856aaa3fb5e48f99e79c86d88547829	ed76d44cf18667673509c64fdc79fcf8	617c2f534c10e2537d282419e1bb0dee	""	2	35927386	5.83
ada86276001840198498bada1d1f3c74	eee9605b70f5b9d5e3b0e0641eb0b997	8f4e7d7273c588a6befa9c5d20cf74d6	""	1	118800000	8.9
b77cb8b7eb1842dd869e56b52f83b3d8	f4eab70ae6cb8d382c8bf6c5f7cee2a3	042f4fdc367987b477938cb9e3f97241	""	4	10995293	1.05
31e2b3f0e8a34df295bd8a680b415a85	f4f803faf834f64f2052749dc7e506ba	d758988882569dc85b05bde174ec060e	""	1	80725850	4.26
b2b9613cce7e45369d01ad5133544aa6	f6e323b95e8b39db7479556da740866c	d5631447e6503899515905713625e3dc	""	8	7709400	0.998
f6c2e62059964b1b9701f9bede296a0d	f7584550d10ebf74186049242ad57f49	6673c0915b782ec65d9f3cd23b17c644	""	5	22100000	2.07
