id	gpdm	gysmc	bgnd	order	gysbl
0	300775.SZ	中国航发集团下属单位	2017	4	3.01
0	300775.SZ	航空工业集团下属单位	2018	4	7.87
0	300775.SZ	华艺中工科技(西安)有限公司	2019	4	6.48
0	300775.SZ	G	2017	5	2.8
0	300775.SZ	G	2018	5	3.26
0	300775.SZ	航空工业集团下属单位	2019	5	1.54
0	300696.SZ	供应商1	2017	1	33.45
0	300696.SZ	供应商1	2018	1	14.62
0	300696.SZ	供应商 1	2019	1	37.57
0	300696.SZ	供应商2	2017	2	17.23
0	300696.SZ	供应商2	2018	2	14.04
0	300696.SZ	供应商 2	2019	2	18.88
0	300696.SZ	供应商3	2017	3	5.05
0	300696.SZ	供应商3	2018	3	10.77
0	300696.SZ	供应商 3	2019	3	16.33
0	300696.SZ	供应商4	2017	4	3.08
0	300696.SZ	供应商4	2018	4	10.02
0	300696.SZ	供应商 4	2019	4	12.66
0	300696.SZ	供应商5	2017	5	2.68
0	300696.SZ	供应商5	2018	5	5.14
0	300696.SZ	供应商 5	2019	5	2.23
0	002328.SZ	第一名	2017	1	39.12
0	002328.SZ	第一名	2018	1	22.69
0	002328.SZ	第一名	2019	1	14.76
0	002328.SZ	第二名	2017	2	8.12
0	002328.SZ	第二名	2018	2	8.13
0	002328.SZ	第二名	2019	2	10.24
0	002328.SZ	第三名	2017	3	7.62
0	002328.SZ	第三名	2018	3	7.31
0	002328.SZ	第三名	2019	3	7.2
0	002328.SZ	第四名	2017	4	2.34
0	002328.SZ	第四名	2018	4	2.06
0	002328.SZ	第四名	2019	4	3.27
0	002328.SZ	第五名	2017	5	1.72
0	002328.SZ	第五名	2018	5	1.8
0	002328.SZ	第五名	2019	5	2.39
0	000722.SZ	第一名	2018	1	30.45
0	000722.SZ	供应商1	2019	1	9.01
0	000722.SZ	第二名	2018	2	3.77
0	000722.SZ	供应商2	2019	2	9.0
0	000722.SZ	第三名	2018	3	3.25
0	000722.SZ	供应商3	2019	3	8.4
0	000722.SZ	第四名	2018	4	3.11
0	000722.SZ	供应商4	2019	4	5.64
0	000722.SZ	第五名	2018	5	3.01
0	000722.SZ	供应商5	2019	5	4.69
0	001896.SZ	鹤壁煤电股份有限公司	2017	1	6.1
0	001896.SZ	郑州煤炭工业(集团)有限责任公司	2018	1	4.12
0	001896.SZ	晋豫鲁铁路通道股份有限公司	2019	1	6.35
0	001896.SZ	上海宝烁商贸有限公司	2017	2	4.62
0	001896.SZ	中国华电集团有限公司	2018	2	3.8
0	001896.SZ	中国华电集团有限公司	2019	2	5.25
0	001896.SZ	山西成功煤炭经销有限公司	2017	3	2.59
0	001896.SZ	长治市泰中煤炭销售有限公司	2018	3	3.11
0	001896.SZ	明阳智慧能源集团股份公司	2019	3	3.99
0	001896.SZ	河北文都商贸有限公司	2017	4	2.36
0	001896.SZ	南阳汇申商贸有限公司	2018	4	2.89
0	001896.SZ	中国平煤神马能源化工集团有限责任公司	2019	4	3.54
0	001896.SZ	上海豫锐贸易有限公司	2017	5	2.17
0	001896.SZ	上海通茂商贸有限公司	2018	5	2.58
0	001896.SZ	长治市泰中煤炭销售有限公司	2019	5	3.43
0	600609.SH	第一名	2017	1	7.53
0	600609.SH	客户一	2018	1	8.1
0	600609.SH	供应商一	2019	1	10.68
0	600609.SH	第二名	2017	2	6.38
0	600609.SH	客户二	2018	2	8.02
0	600609.SH	供应商二	2019	2	7.5
0	600609.SH	第三名	2017	3	6.28
0	600609.SH	客户三	2018	3	5.87
0	600609.SH	供应商三	2019	3	6.47
0	600609.SH	第四名	2017	4	4.73
0	600609.SH	客户四	2018	4	5.01
0	600609.SH	供应商四	2019	4	5.21
0	600609.SH	第五名	2017	5	4.31
0	600609.SH	客户五	2018	5	4.71
0	600609.SH	供应商五	2019	5	4.93
0	000953.SZ	供应商A	2017	1	10.92
0	000953.SZ	供应商A	2018	1	24.23
0	000953.SZ	a	2019	1	48.85
0	000953.SZ	供应商B	2017	2	10.54
0	000953.SZ	供应商B	2018	2	19.31
0	000953.SZ	b	2019	2	32.52
0	000953.SZ	供应商C	2017	3	8.94
0	000953.SZ	供应商C	2018	3	10.85
0	000953.SZ	c	2019	3	7.39
0	000953.SZ	供应商D	2017	4	8.06
0	000953.SZ	供应商D	2018	4	8.24
0	000953.SZ	d	2019	4	7.35
0	000953.SZ	供应商E	2017	5	5.25
0	000953.SZ	供应商E	2018	5	6.48
0	000953.SZ	e	2019	5	1.3
0	002933.SZ	北京恒宇信通科技发展有限公司	2017	1	23.26
0	002933.SZ	第一名	2018	1	17.36
0	002933.SZ	第一名	2019	1	12.99
0	002933.SZ	鸿秦(北京)科技有限公司	2017	2	10.09
0	002933.SZ	第二名	2018	2	12.06
0	002933.SZ	第二名	2019	2	8.84
0	002933.SZ	中航工业下属企业	2017	3	7.35
0	002933.SZ	第三名	2018	3	6.91
0	002933.SZ	第三名	2019	3	6.2
0	002933.SZ	北京盛世华融科技有限公司	2017	4	7.01
0	002933.SZ	第四名	2018	4	6.33
0	002933.SZ	第四名	2019	4	6.11
0	002933.SZ	新乡市恒德机电有限公司	2017	5	5.88
0	002933.SZ	第五名	2018	5	5.23
0	002933.SZ	第五名	2019	5	3.63
0	002889.SZ	第一名	2017	1	45.37
0	002889.SZ	第一名	2018	1	40.69
0	002889.SZ	第一名	2019	1	37.23
0	002889.SZ	第二名	2017	2	18.76
0	002889.SZ	第二名	2018	2	19.69
0	002889.SZ	第二名	2019	2	20.64
0	002889.SZ	第三名	2017	3	7.67
0	002889.SZ	第三名	2018	3	13.74
0	002889.SZ	第三名	2019	3	14.65
0	002889.SZ	第四名	2017	4	7.27
0	002889.SZ	第四名	2018	4	9.78
0	002889.SZ	第四名	2019	4	14.51
0	002889.SZ	第五名	2017	5	1.65
0	002889.SZ	第五名	2018	5	1.69
0	002889.SZ	第五名	2019	5	0.54
0	000687.SZ	供应商1	2017	1	44.27
0	000687.SZ	供应商一	2018	1	50.87
0	000687.SZ	供应商一	2019	1	68.69
0	000687.SZ	供应商2	2017	2	30.26
0	000687.SZ	供应商二	2018	2	19.68
0	000687.SZ	供应商二	2019	2	9.02
0	000687.SZ	供应商3	2017	3	4.17
0	000687.SZ	供应商三	2018	3	4.38
0	000687.SZ	供应商三	2019	3	1.82
0	000687.SZ	供应商4	2017	4	2.94
0	000687.SZ	供应商四	2018	4	3.7
0	000687.SZ	供应商四	2019	4	1.63
0	000687.SZ	供应商5	2017	5	2.74
0	000687.SZ	供应商五	2018	5	3.32
0	000687.SZ	供应商五	2019	5	1.53
0	002155.SZ	第一名	2017	1	24.02
0	002155.SZ	第一名	2018	1	31.83
0	002155.SZ	第一名	2019	1	22.57
0	002155.SZ	第二名	2017	2	14.36
0	002155.SZ	第二名	2018	2	25.19
0	002155.SZ	第二名	2019	2	20.68
0	002155.SZ	第三名	2017	3	13.8
0	002155.SZ	第三名	2018	3	9.35
0	002155.SZ	第三名	2019	3	13.71
0	002155.SZ	第四名	2017	4	10.76
0	002155.SZ	第四名	2018	4	5.93
0	002155.SZ	第四名	2019	4	9.8
0	002155.SZ	第五名	2017	5	5.21
0	002155.SZ	第五名	2018	5	2.34
0	002155.SZ	第五名	2019	5	3.95
0	300475.SZ	供应商一	2017	1	12.32
0	300475.SZ	供应商一	2018	1	9.83
0	300475.SZ	供应商一	2019	1	10.87
0	300475.SZ	供应商二	2017	2	5.54
0	300475.SZ	供应商二	2018	2	8.22
0	300475.SZ	供应商二	2019	2	9.28
0	300475.SZ	供应商三	2017	3	5.05
0	300475.SZ	供应商三	2018	3	5.55
0	300475.SZ	供应商三	2019	3	6.47
0	300475.SZ	供应商四	2017	4	4.39
0	300475.SZ	供应商四	2018	4	4.27
0	300475.SZ	供应商四	2019	4	5.33
0	300475.SZ	供应商五	2017	5	4.16
0	300475.SZ	供应商五	2018	5	3.9
0	300475.SZ	供应商五	2019	5	4.49
0	000856.SZ	金隅集团及子公司	2017	1	9.66
0	000856.SZ	金隅集团及子公司	2018	1	7.36
0	000856.SZ	金隅集团及子公司	2019	1	6.76
0	000856.SZ	唐山利民建筑工程有限责任公司	2017	2	1.21
0	000856.SZ	唐山利民建筑工程有限责任公司	2018	2	1.65
0	000856.SZ	河北德鹏机械设备有限公司	2019	2	6.27
0	000856.SZ	Shugamiin denj	2017	3	1.19
0	000856.SZ	河南省防腐保温开发有限公司	2018	3	1.35
0	000856.SZ	唐山市巨材贸易有限公司	2019	3	5.25
0	000856.SZ	辽宁辽鞍工程机械有限公司	2017	4	1.07
0	000856.SZ	北京东方诚国际钢结构工程有限公司建筑安装分公司	2018	4	1.2
0	000856.SZ	唐山同有商贸有限公司	2019	4	2.52
0	000856.SZ	内蒙古人防工程有限公司	2017	5	1.04
0	000856.SZ	唐山曹妃甸诚达混凝土有限公司	2018	5	1.19
0	000856.SZ	上海人造板机器厂有限公司	2019	5	2.19
0	002608.SZ	中国石油天然气股份有限公司天然气销售东部分公司	2017	1	16.53
0	002608.SZ	中国石油天然气股份有限公司天然气销售东部分公司	2018	1	22.75
0	002608.SZ	中国石油天然气股份有限公司天然气销售江苏分公司	2019	1	21.05
0	002608.SZ	中煤能源山东有限公司	2017	2	13.56
0	002608.SZ	中国中煤能源股份有限公司及其下属子公司	2018	2	14.4
0	002608.SZ	中煤能源南京有限公司	2019	2	16.83
0	002608.SZ	神华销售集团华东能源有限公司	2017	3	12.43
0	002608.SZ	神华销售集团华东能源有限公司	2018	3	12.71
0	002608.SZ	神华销售集团华东能源有限公司	2019	3	9.1
0	002608.SZ	伊泰能源投资(上海)有限公司	2017	4	8.74
0	002608.SZ	江苏省天然气有限公司	2018	4	6.91
0	002608.SZ	伊泰能源投资(上海)有限公司	2019	4	5.3
0	002608.SZ	山西潞安环保能源开发股份有限公司	2017	5	6.97
0	002608.SZ	伊泰能源投资(上海)有限公司	2018	5	6.9
0	002608.SZ	同煤大唐塔山煤矿有限公司	2019	5	3.99
0	000670.SZ	GLOBALFOUNDRIES Singapore Pte.Ltd.	2017	1	43.67
0	000670.SZ	供应商A	2018	1	68.88
0	000670.SZ	供应商A	2019	1	95.27
0	000670.SZ	Constellation NewEnergy,Inc.	2017	2	12.63
0	000670.SZ	供应商C	2018	2	13.43
0	000670.SZ	供应商B	2019	2	1.08
0	000670.SZ	Taiwan Semiconductor Manufacturing Company,Ltd	2017	3	8.22
0	000670.SZ	供应商B	2018	3	6.46
0	000670.SZ	供应商C	2019	3	0.96
0	000670.SZ	Grand Star Technology Ltd.	2017	4	6.27
0	000670.SZ	供应商D	2018	4	2.79
0	000670.SZ	供应商D	2019	4	0.96
0	000670.SZ	Synopsys International Limited	2017	5	5.66
0	000670.SZ	供应商E	2018	5	2.01
0	000670.SZ	供应商E	2019	5	0.84
0	300423.SZ	供应商1	2017	1	8.69
0	300423.SZ	供应商1	2018	1	9.51
0	300423.SZ	供应商1	2019	1	15.71
0	300423.SZ	供应商2	2017	2	8.3
0	300423.SZ	供应商2	2018	2	9.34
0	300423.SZ	供应商3	2019	2	6.31
0	300423.SZ	供应商3	2017	3	2.85
0	300423.SZ	供应商3	2018	3	8.11
0	300423.SZ	供应商2	2019	3	5.13
0	300423.SZ	供应商4	2017	4	2.83
0	300423.SZ	供应商4	2018	4	4.71
0	300423.SZ	供应商4	2019	4	4.72
0	300423.SZ	供应商5	2017	5	2.79
0	300423.SZ	供应商5	2018	5	3.24
0	300423.SZ	供应商5	2019	5	3.37
0	300570.SZ	第一名	2017	1	29.34
0	300570.SZ	第一名	2018	1	35.65
0	300570.SZ	第一名	2019	1	45.09
0	300570.SZ	第二名	2017	2	17.07
0	300570.SZ	第二名	2018	2	31.6
0	300570.SZ	第二名	2019	2	24.52
0	300570.SZ	第三名	2017	3	15.37
0	300570.SZ	第三名	2018	3	9.74
0	300570.SZ	第三名	2019	3	7.25
0	300570.SZ	第四名	2017	4	8.83
0	300570.SZ	第四名	2018	4	4.65
0	300570.SZ	第四名	2019	4	2.42
0	300570.SZ	第五名	2017	5	5.66
0	300570.SZ	第五名	2018	5	1.35
0	300570.SZ	第五名	2019	5	2.39
0	688058.SH	北京盛世腾云国际贸易有限公司	2017	1	
0	688058.SH	西安华普金创科技有限公司	2018	1	
0	688058.SH	北京天诚星源信息技术有限公司	2019	1	58.14
0	688058.SH	西藏国路安科技股份有限公司	2017	2	
0	688058.SH	网思科技有限公司	2018	2	
0	688058.SH	湖南云智蝶创科技有限公司	2019	2	41.86
0	688058.SH	上海数腾软件科技股份有限公司	2017	3	
0	688058.SH	贵州年华科技有限公司	2018	3	
0	688058.SH	神州数码(中国)有限公司	2017	4	
0	688058.SH	神州数码(中国)有限公司	2018	4	
0	688058.SH	中科领域(贵阳)科技有限公司	2018	5	
0	300777.SZ	国网江苏省电力有限公司常州供电分公司	2017	1	34.8
0	300777.SZ	国网江苏省电力有限公司常州供电分公司	2018	1	40.54
0	300777.SZ	供应商1	2019	1	38.52
0	300777.SZ	林德气体(常州)有限公司	2017	2	12.34
0	300777.SZ	林德气体(常州)有限公司	2018	2	15.11
0	300777.SZ	供应商2	2019	2	15.89
0	300777.SZ	江阴市深腾石化贸易有限公司	2017	3	12.0
0	300777.SZ	江阴市深腾石化贸易有限公司	2018	3	8.82
0	300777.SZ	供应商3	2019	3	10.72
0	300777.SZ	黄骅市永胜模具有限公司	2017	4	10.11
0	300777.SZ	常州市长江热能有限公司	2018	4	8.51
0	300777.SZ	供应商4	2019	4	10.24
0	300777.SZ	常州市长江热能有限公司	2017	5	9.92
0	300777.SZ	常州市立新石墨有限公司	2018	5	3.02
0	300777.SZ	供应商5	2019	5	2.07
0	002259.SZ	中国石油天然气股份有限公司天然气销售西部分公司	2017	1	85.0
0	002259.SZ	中国石油天然气股份有限公司天然气销售陕西分公司	2018	1	83.42
0	002259.SZ	中国石油天然气股份有限公司天然气销售陕西分公司	2019	1	82.37
0	002259.SZ	榆林供电局	2017	2	8.76
0	002259.SZ	榆林供电局	2018	2	7.56
0	002259.SZ	榆林供电局	2019	2	6.71
0	002259.SZ	汉中海源汽贸有限公司	2017	3	1.9
0	002259.SZ	陕西圣地佰诚石化有限公司	2018	3	3.59
0	002259.SZ	汉中海源汽贸有限责任公司	2019	3	4.13
0	002259.SZ	黄陵联盛通运输有限公司	2017	4	0.56
0	002259.SZ	汉中海源汽贸有限责任公司	2018	4	3.55
0	002259.SZ	神木市国晶商贸有限公司	2019	4	1.49
0	002259.SZ	沈阳圣安天然气有限公司	2017	5	0.54
0	002259.SZ	陕西绿源石化运输有限公司	2018	5	0.85
0	002259.SZ	陕西圣地佰诚石化有限公司	2019	5	1.37
0	605001.SH	Asia Management AG	2017	1	14.48
0	605001.SH	Asia Management AG	2018	1	17.65
0	605001.SH	Asia Management AG	2019	1	10.72
0	605001.SH	台山市金桥铝型材厂有限公司	2017	2	4.05
0	605001.SH	德惠市同利车辆配件有限公司/长春市家恺工贸有限公司	2018	2	3.64
0	605001.SH	德惠市同利车辆配件有限公司/长春市家恺工贸有限公司	2019	2	3.5
0	605001.SH	山东圣泉新材料股份有限公司	2017	3	3.19
0	605001.SH	台山市金桥铝型材厂有限公司	2018	3	3.38
0	605001.SH	山东轶骋真空科技有限公司	2019	3	3.34
0	605001.SH	青岛轶骋铁路真空系统制造有限公司	2017	4	3.16
0	605001.SH	山东圣泉新材料股份有限公司	2018	4	3.11
0	605001.SH	青岛中晟五金机械有限公司	2019	4	3.09
0	605001.SH	青岛中晟五金机械有限公司/青岛中裕五金机械有限公司	2017	5	2.9
0	605001.SH	青岛中晟五金机械有限公司/青岛中裕五金机械有限公司	2018	5	3.06
0	605001.SH	台山市金桥铝型材厂有限公司	2019	5	2.6
0	300483.SZ	供应商1	2017	1	7.64
0	300483.SZ	供应商1	2018	1	6.98
0	300483.SZ	供应商1	2019	1	12.79
0	300483.SZ	供应商2	2017	2	5.46
0	300483.SZ	供应商2	2018	2	5.0
0	300483.SZ	供应商2	2019	2	11.59
0	300483.SZ	供应商3	2017	3	5.18
0	300483.SZ	供应商3	2018	3	4.07
0	300483.SZ	供应商3	2019	3	11.12
0	300483.SZ	供应商4	2017	4	3.86
0	300483.SZ	供应商4	2018	4	3.79
0	300483.SZ	供应商4	2019	4	7.77
0	300483.SZ	供应商5	2017	5	3.58
0	300483.SZ	供应商5	2018	5	3.71
0	300483.SZ	供应商5	2019	5	5.18
0	300474.SZ	第一名	2017	1	11.72
0	300474.SZ	第一名	2018	1	8.85
0	300474.SZ	第一名	2019	1	13.16
0	300474.SZ	第二名	2017	2	10.35
0	300474.SZ	第二名	2018	2	4.18
0	300474.SZ	第二名	2019	2	10.06
0	300474.SZ	第三名	2017	3	7.11
0	300474.SZ	第三名	2018	3	3.43
0	300474.SZ	第三名	2019	3	6.34
0	300474.SZ	第四名	2017	4	4.65
0	300474.SZ	第四名	2018	4	3.15
0	300474.SZ	第四名	2019	4	4.68
0	300474.SZ	第五名	2017	5	3.03
0	300474.SZ	第五名	2018	5	2.69
0	300474.SZ	第五名	2019	5	4.24
0	300819.SZ	杭州惠丰化纤有限公司	2017	1	9.39
0	300819.SZ	杭州惠丰化纤有限公司	2018	1	14.57
0	300819.SZ	第一名	2019	1	6.22
0	300819.SZ	上海名毅化工科技有限公司	2017	2	7.63
0	300819.SZ	江苏盛虹科贸有限公司	2018	2	7.75
0	300819.SZ	第二名	2019	2	5.26
0	300819.SZ	江苏盛虹科贸有限公司	2017	3	7.61
0	300819.SZ	上海名毅化工科技有限公司	2018	3	6.02
0	300819.SZ	第三名	2019	3	5.19
0	300819.SZ	江苏省电力公司,吴江市供电公司	2017	4	6.97
0	300819.SZ	江苏省电力公司,吴江市供电公司	2018	4	5.94
0	300819.SZ	第四名	2019	4	5.12
0	300819.SZ	上海莘威运动品有限公司	2017	5	4.33
0	300819.SZ	吴江市永发针织厂	2018	5	4.1
0	300819.SZ	第五名	2019	5	4.69
0	000767.SZ	大同煤矿集团有限责任公司	2017	1	26.24
0	000767.SZ	大同煤矿集团有限责任公司	2018	1	40.15
0	000767.SZ	大同煤矿集团有限公司	2019	1	37.34
0	000767.SZ	天津轩坤能源科技有限公司	2017	2	3.03
0	000767.SZ	陕西省煤炭运销(集团)有限责任公司韩城分公司	2018	2	7.62
0	000767.SZ	陕西核工业蓝天能源有限公司	2019	2	10.37
0	000767.SZ	五寨县远航煤炭运销有限公司	2017	3	1.57
0	000767.SZ	陕西核工业集团蓝天能源有限公司	2018	3	7.37
0	000767.SZ	河津市浩晟煤业有限公司	2019	3	2.29
0	000767.SZ	国家电投集团物流有限责任公司太原分公司	2017	4	1.42
0	000767.SZ	杭州中海华弘煤炭有限公司	2018	4	5.5
0	000767.SZ	朔州市易元洗煤有限公司	2019	4	1.66
0	000767.SZ	上海本庆贸易有限公司	2017	5	1.4
0	000767.SZ	五寨县远航煤炭运销有限公司	2018	5	2.76
0	000767.SZ	五寨县远航煤炭运销有限公司	2019	5	1.53
0	000400.SZ	许继集团及其所属企业	2017	1	17.1
0	000400.SZ	国家电网有限公司及所属企业	2018	1	9.54
0	000400.SZ	国家电网有限公司及所属企业	2019	1	17.91
0	000400.SZ	国家电网及其所属企业	2017	2	4.84
0	000400.SZ	供应商1	2018	2	2.0
0	000400.SZ	供应商1	2019	2	4.18
0	000400.SZ	供应商1	2017	3	2.58
0	000400.SZ	供应商2	2018	3	1.41
0	000400.SZ	供应商2	2019	3	2.75
0	000400.SZ	供应商2	2017	4	2.14
0	000400.SZ	供应商3	2018	4	0.78
0	000400.SZ	供应商3	2019	4	0.95
0	000400.SZ	供应商3	2017	5	1.71
0	000400.SZ	供应商4	2018	5	0.74
0	000400.SZ	供应商4	2019	5	0.94
0	300634.SZ	杭州盈方科技有限公司	2017	1	10.43
0	300634.SZ	供应商1	2018	1	8.87
0	300634.SZ	供应商1	2019	1	12.65
0	300634.SZ	上海思锐信息技术有限公司	2017	2	9.34
0	300634.SZ	供应商2	2018	2	7.33
0	300634.SZ	供应商2	2019	2	11.91
0	300634.SZ	福建未来无线信息技术有限公司	2017	3	3.76
0	300634.SZ	供应商3	2018	3	5.44
0	300634.SZ	供应商3	2019	3	3.96
0	300634.SZ	深圳市微拍档网络有限公司	2017	4	3.69
0	300634.SZ	供应商4	2018	4	4.66
0	300634.SZ	供应商4	2019	4	3.18
0	300634.SZ	中国移动通信集团有限公司	2017	5	3.59
0	300634.SZ	供应商5	2018	5	4.46
0	300634.SZ	供应商5	2019	5	3.16
