id	gpdm	zycp
0	002480.SZ	ZL-1120公路桥梁伸缩装置
0	002480.SZ	ZL-480公路桥梁伸缩装置
0	002480.SZ	ZL-640公路桥梁伸缩装置
0	002480.SZ	ZL-720公路桥梁伸缩装置
0	002480.SZ	大吨位球型支座
0	002480.SZ	公路桥梁板式橡胶支座
0	002480.SZ	公路桥梁盆式橡胶支座
0	002480.SZ	客运专线铁路桥梁盆式橡胶支座
0	002480.SZ	摊铺机
0	002480.SZ	预应力锚具
0	002388.SZ	PCB切脚机
0	002388.SZ	Z系列调温(调湿)试验箱
0	002388.SZ	邦定胶
0	002388.SZ	变倍体显微镜
0	002388.SZ	波形监视器/矢量示波器
0	002388.SZ	程控绝缘耐压测试仪
0	002388.SZ	充磁器/退磁器
0	002388.SZ	带表卡尺
0	002388.SZ	单组份室温硫化硅橡胶
0	002388.SZ	登峰超声波系列DPCⅡPlus
0	002388.SZ	电话压线钳
0	002388.SZ	电解电容漏电流测试仪
0	002388.SZ	电视信号电平表
0	002388.SZ	防静电工衣 
0	002388.SZ	风批风剪
0	002388.SZ	功率放大器 
0	002388.SZ	函数信号发生器
0	002388.SZ	精密定温烙铁
0	002388.SZ	精密千分尺
0	002388.SZ	净化棉签
0	002388.SZ	静电放电发生器
0	002388.SZ	绝缘/耐压测试仪
0	002388.SZ	可程式音频分析仪
0	002388.SZ	离子吹风机
0	002388.SZ	螺丝胶
0	002388.SZ	扭力测试仪
0	002388.SZ	频谱分析仪
0	002388.SZ	普通封箱胶带
0	002388.SZ	桥式测量机
0	002388.SZ	全自动PC板切脚及毛刷机
0	002388.SZ	润滑油
0	002388.SZ	射频信号发生器
0	002388.SZ	石英晶体阻抗计
0	002388.SZ	手持离子风枪
0	002388.SZ	手持式数字示波器
0	002388.SZ	数字式高频Q表
0	002388.SZ	数字万用表
0	002388.SZ	数字兆欧表
0	002388.SZ	塑胶齿轮润滑油
0	002388.SZ	调频/调幅信号发生器
0	002388.SZ	同轴剥线钳
0	002388.SZ	网络钳子
0	002388.SZ	无尘手套
0	002388.SZ	小型高温箱
0	002388.SZ	信号发生器
0	002388.SZ	压线钳
0	002388.SZ	直流电源供应器
0	002388.SZ	智能电量测试仪(报警型)
0	002388.SZ	智能防潮箱
0	002388.SZ	自动胶纸机
0	300251.SZ	电视节目
0	300251.SZ	影视节目
0	002659.SZ	国际学校领域
0	002659.SZ	品牌输出与升学培训领域
0	002659.SZ	青少年专业体育培训领域
0	300504.SZ	IPTV机顶盒
0	300504.SZ	xDSL接入终端设备
0	300504.SZ	干线放大器
0	300504.SZ	钢管道补口防腐材料
0	300504.SZ	功分器
0	300504.SZ	光分路器
0	300504.SZ	光纤接入终端设备
0	300504.SZ	光纤连接活动器
0	300504.SZ	光纤配线系列设备
0	300504.SZ	合路器
0	300504.SZ	接入网光缆
0	300504.SZ	耦合器
0	300504.SZ	热缩制品
0	300504.SZ	融合终端
0	300504.SZ	室内分布天线
0	300504.SZ	移动通信网络优化系统集成服务
0	300504.SZ	直放站
0	300467.SZ	迅游网游加速器
0	002977.SZ	弹载固态发射机
0	002977.SZ	电子对抗产品
0	002977.SZ	电子对抗产品发射机
0	002977.SZ	机载相控阵天线
0	002977.SZ	其他发射机
0	002977.SZ	卫星通信产品发射机
0	002977.SZ	星载相控阵天线
0	300691.SZ	光学镜头
0	000820.SZ	EPC总承包业务
0	000820.SZ	工程设计
0	000820.SZ	工程咨询
0	000820.SZ	设备供货
0	000697.SZ	发动机相关部件
0	000697.SZ	机翼前缘表层
0	000697.SZ	钼精矿
0	000697.SZ	起降设备
0	000697.SZ	油泵罩
0	000506.SZ	韩国之窗
0	000506.SZ	中润华侨城
0	000506.SZ	中润世纪城
0	300822.SZ	电动工具控制器-电机控制器
0	300822.SZ	电动工具控制器-锂电池控制器
0	300822.SZ	光学组件
0	300822.SZ	其他智能控制器
0	300822.SZ	汽车电机控制器
0	300822.SZ	智能家居控制器
0	300822.SZ	智能照明产品
0	002850.SZ	动力电池结构件
0	002850.SZ	锂电池结构件
0	002850.SZ	汽车结构件
0	002476.SZ	BMFLOC系列
0	002476.SZ	丙烯酰胺晶体
0	002476.SZ	丙烯酰胺溶液
0	002476.SZ	二甲基二烯丙基氯化铵水溶液
0	002476.SZ	非离子聚丙烯酰胺系列
0	002476.SZ	聚季铵盐系列
0	002476.SZ	破乳净水剂
0	002476.SZ	阳离子高分子絮凝剂系列
0	002476.SZ	阳离子聚丙烯酰胺系列
0	002188.SZ	新嘉联MR系列受话器
0	002188.SZ	新嘉联SD系列受话器
0	002188.SZ	新嘉联TFT液晶模组
0	002188.SZ	新嘉联锂离子电池芯
0	002188.SZ	新嘉联微型扬声器
0	688096.SH	京源环保EC电子絮凝水处理设备 
0	688096.SH	京源环保JYMBR中水回用系统
0	688096.SH	京源环保JYMS智能型含煤废水一体化处理装置
0	688096.SH	京源环保工业废水处理系统
0	688096.SH	京源环保脱硫废水系统
0	688096.SH	京源环保原水预处理系统
0	002775.SZ	园林景观设计
0	002775.SZ	园林绿化施工
0	002775.SZ	园林养护服务
0	300536.SZ	风景园林工程设计
0	300536.SZ	建筑装修装饰工程
0	300536.SZ	市政公用工程施工
0	300536.SZ	园林古建筑工程
0	300536.SZ	园林绿化施工
0	000972.SZ	中基番茄酱
0	000972.SZ	中基番茄籽精炼油
0	000972.SZ	中基切丁番茄
0	000972.SZ	中基去皮整番茄
0	000972.SZ	中基蔬菜罐头
0	600871.SH	仪征化纤PTA
0	600871.SH	仪征化纤涤纶短纤维
0	600871.SH	仪征化纤涤纶长丝
0	600871.SH	仪征化纤聚酯切片
0	600871.SH	仪征化纤中空纤维
0	300830.SZ	金现代HSE管理系统
0	300830.SZ	金现代安全监督管理系统
0	300830.SZ	金现代便携式移动视频监控装置
0	300830.SZ	金现代电动汽车互动服务平台
0	300830.SZ	金现代电力市场交易平台
0	300830.SZ	金现代发电企业管理信息系统(MIS)
0	300830.SZ	金现代发电企业运行规范化管理平台
0	300830.SZ	金现代工器具全生命周期管理系统
0	300830.SZ	金现代光伏电站远程监控系统
0	300830.SZ	金现代环保卫士监控管理平台
0	300830.SZ	金现代配网抢修指挥平台
0	300830.SZ	金现代三维应急预案演练项目
0	300830.SZ	金现代生产管理系统(PMS)
0	300830.SZ	金现代生产运行管理系统
0	300830.SZ	金现代石化无线气体监控系统
0	300830.SZ	金现代石化移动作业管理系统
0	300830.SZ	金现代调度管理系统(OMS)
0	300830.SZ	金现代危化品企业安全生产标准化管理系统
0	300830.SZ	金现代智能视频监控系统
0	002701.SZ	食品罐
0	002701.SZ	饮料罐
0	000959.SZ	首钢彩涂板
0	000959.SZ	首钢窗纱用钢盘条
0	000959.SZ	首钢镀锌板
0	000959.SZ	首钢钢坯
0	000959.SZ	首钢高速无扭控冷热轧盘条
0	000959.SZ	首钢冷轧板
0	000959.SZ	首钢普通低碳钢热轧圆盘条
0	000959.SZ	首钢碳素焊条钢盘条
0	300134.SZ	合路器
0	300134.SZ	滤波器
0	300134.SZ	射频器件的盖板
0	300134.SZ	射频器件的腔体
0	300134.SZ	射频器件的外壳
0	300134.SZ	双工器
0	002302.SZ	对外检测
0	002302.SZ	对外维修
0	002302.SZ	对外租赁
0	002302.SZ	商品砼
0	002302.SZ	外销水泥
0	002302.SZ	外销外加剂
0	002302.SZ	西部建设低标号混凝土
0	002302.SZ	西部建设高标号混凝土
0	002302.SZ	西部建设预拌砂浆
0	002302.SZ	西部建设中标号混凝土
0	300316.SZ	单晶硅生长炉控制系统
0	300316.SZ	多晶硅铸锭炉
0	300316.SZ	全自动单晶硅生长炉
0	300594.SZ	朗进科技地铁车辆空调
0	300594.SZ	朗进科技工业变频器
0	300594.SZ	朗进科技工业冷水机变频器
0	300594.SZ	朗进科技轨道交通车辆变频空调控制器
0	300594.SZ	朗进科技轨道交通空调维护维修服务
0	300594.SZ	朗进科技家用变频空调控制器
0	300594.SZ	朗进科技跨坐式单轨/悬挂式单轨磁浮车辆空调
0	300594.SZ	朗进科技市域城际/动车高铁/普速客车空调
0	300594.SZ	朗进科技新能源客车空调(客车包括大巴,中巴)
0	300594.SZ	朗进科技新能源汽车变频空调控制器
0	300594.SZ	朗进科技新能源汽车空调(汽车包括小型轿车,小型物流车)
0	300594.SZ	朗进科技有轨电车空调
0	002475.SZ	Charge Cable Assembly
0	002475.SZ	CN Series Cable Assembly
0	002475.SZ	DMS TO 2DVI Cable Assembly
0	002475.SZ	Download Cable Assembly
0	002475.SZ	D-SUB25 Serise Cable Assembly
0	002475.SZ	Earphone
0	002475.SZ	LAN Cable Assembly
0	002475.SZ	LCD Cable Assembly
0	002475.SZ	LVDS Cable Assembly
0	002475.SZ	Micro Coaxial Cable Assembly
0	002475.SZ	NB Wireharness Cable Assembly
0	002475.SZ	RCA Cable Assembly
0	002475.SZ	REAR COM Cable Assembly
0	002475.SZ	REAR USB Cable Assembly
0	002475.SZ	RJ45 RJ11 Cable Assembly
0	002475.SZ	SCSI Cable Assembly
0	002475.SZ	Speaker Cable Assembly
0	002475.SZ	USB Cable Assembly
0	000875.SZ	吉电股份吉林省风电供应
0	000875.SZ	吉电股份吉林省火电供应
0	000875.SZ	吉电股份吉林省热力供应
0	300658.SZ	打孔膜
0	300658.SZ	打孔无纺布
0	000760.SZ	博盈投资半轴齿轮
0	000760.SZ	博盈投资行星齿轮
0	000760.SZ	博盈投资后桥
0	000760.SZ	博盈投资后桥壳
0	000760.SZ	博盈投资减速器壳
0	000760.SZ	博盈投资减速器总成
0	000760.SZ	博盈投资前桥
0	000760.SZ	博盈投资主从动锥齿轮
0	603305.SH	变速箱壳体模具
0	603305.SH	变速箱箱体
0	603305.SH	车门支架
0	603305.SH	灯具外壳
0	603305.SH	电池组模块
0	603305.SH	电动机固定架
0	603305.SH	电机外壳
0	603305.SH	电子元件保护外壳
0	603305.SH	高压清洗机泵头
0	603305.SH	扭力转换器导轮
0	603305.SH	油泵组件
0	603305.SH	注塑机集水器
0	300762.SZ	XXX 型岸基节点站
0	300762.SZ	XXX 型背负改进中心站
0	300762.SZ	XXX 型背负台
0	300762.SZ	XXX 型便携车载台
0	300762.SZ	XXX 型车载基站
0	300762.SZ	XXX 型车载台
0	300762.SZ	XXX 型车载中心站
0	300762.SZ	XXX 型车载终端
0	300762.SZ	XXX 型多用户终端（ CPE）
0	300762.SZ	XXX 型固定基站
0	300762.SZ	XXX 型机动改进背负台
0	300762.SZ	XXX 型机动改进车载台
0	300762.SZ	XXX 型机动改进中心站
0	300762.SZ	XXX 型机载节点
0	300762.SZ	XXX 型舰载节点站
0	300762.SZ	XXX 型可搬移中继设备
0	300762.SZ	XXX 型轻量化背负台
0	300762.SZ	XXX 型升空基站
0	300762.SZ	XXX 型手持台
0	300762.SZ	XXX 型无人机中继设备
0	300762.SZ	XXX 型中心站
0	300762.SZ	XXXX 型车载台
0	300762.SZ	背负式基站
0	300762.SZ	宽带接入模块
0	300762.SZ	平板终端（ PAD）
0	300762.SZ	数据终端模块
0	300762.SZ	网络管理系统（ NMS）
0	300762.SZ	音视频指挥调度系统
0	300762.SZ	自组网模块
0	000557.SZ	仓储物流
0	000557.SZ	贺兰山江山多娇系列葡萄酒
0	000557.SZ	贺兰山神索系列葡萄酒
0	000557.SZ	贺兰山岩画系列葡萄酒
0	000557.SZ	贺兰山夜场专供系列葡萄酒
0	000557.SZ	酒店餐饮
0	000557.SZ	铁路运输
0	000557.SZ	西部阳光枸杞汁
0	000557.SZ	西夏名仕系列葡萄酒
0	000557.SZ	新石器时代系列葡萄酒
0	300313.SZ	安格斯种公牛冻精
0	300313.SZ	荷斯坦种公牛冻精
0	300313.SZ	褐牛种公牛冻精
0	300313.SZ	西门塔尔种公牛冻精
0	300313.SZ	夏洛来种公牛冻精
0	300455.SZ	机车车辆检修智能仓储系统
0	300455.SZ	列车运行故障动态图像检测系统
0	300455.SZ	铁路车辆红外线轴温探测系统
0	600182.SH	佳通半钢子午胎
0	600182.SH	佳通尼龙斜交胎
0	300735.SZ	LED背光源
0	300735.SZ	OBD
0	300735.SZ	PCBA
0	300735.SZ	行车记录仪
0	300735.SZ	基站定位终端
0	300735.SZ	继电器
0	300735.SZ	平板电脑
0	300735.SZ	网络路由器
0	300735.SZ	智能手机
0	300735.SZ	智能眼镜
0	002969.SZ	PET瓶（含瓶胚
0	002969.SZ	瓶盖）
0	002969.SZ	二片罐
