uid	startnode	endnode	reportdate	order	ratio
0f03249bd5ad479da70f1124240c4c24	2d20e2d5c6e7e4ddad63e878acbf33d2	f494c1171a2fd715881089d25c267e27	2019.0	1.0	9.43
70089c746ab0478a8387d2eda5029faf	2d7b8f6358834c9fcdfd812ac04e5658	7b6216be0095a34d44e5e7875828f7f6	2018.0	2.0	7.37
fe015ac88dcb46bbbb9f16063d08c2b4	2ff876a7830a4cdee6bd8b8f183901f2	cd0f68949347bbcb495c84398dc81ded	2019.0	4.0	0.76
de37d6be323d4df8a0ed8967d60bab67	348d89a683b38ad2759a5a4c8d455bf3	87d330e6cfea5b150056b736c47d746d	2019.0	5.0	2.52
7c0b43384d484cf5aa1a74b4f7706f82	3649d0d52e56a8dd20a3ff095ebac836	f07e77bb6115d6695f84d4944d3c725a	2019.0	2.0	1.79
8a99230cad4945eb9df1c2de8af85e8c	373deaf433c0945dfd3fc660df942b9a	0e56f77eb1be600e7fa24e91199a2e76	2019.0	3.0	0.57
b3d6b953592b46c492e4ff6b3ce972d5	39a15240478a242a1ae253752aa85852	aa44750d9df8220aed783f9a39f09134	2019.0	2.0	9.04
3bbb03fcfdb94c0ea48550d874bf1e77	3c0caf4d9d24459095a27c154d964bf9	3f56c50322e6ddb10cf6d009b3d02f5c	2019.0	4.0	4.96
2b301cbe03784196bd480e9d60a66394	4287701589f1e119c989b62904b1bf7a	9b15a7fd45f94692d29b2e5ac892466b	2019.0	5.0	2.6
9f1bfe6af9c5447d9fa224a0400b4b96	4749f0b2c3f2b31cedd4eef8cc134161	430d595db244f283aceb19c5a2dbd20e	2019.0	2.0	4.92
092d1b25e5224a158564c5f5a3a16ac8	4a853837a4a1c97e83d8166a462c981c	97c7b0a08b692464baf8678cf111833c	2019.0	5.0	0.25
0cf417100e1c4bdd8340fda1aff7825d	4aa2f6905fc0013b05ee9d10b08e8ac3	6aca0df34d277980f3779d7c74d45ed0	2019.0	1.0	14.43
f2906ad0617a45adad2af99481748bc5	4c5365cc2a1818b7647cb49fc0be518c	e50644eb958b5c1e12f0ad18c244aaf8	2019.0	2.0	17.02
dedf3397616949688befd23df4067135	503d022c4bffb490a2f92abc856b42d4	59baef0d1b98f94b05bc9969ec55fc5d	2019.0	3.0	5.34
55a11c2d6cda4a1d8314227b7bcc5581	5751f692ee7235fefbc91e2b472730d6	6bbad99eae2f3955ec23c9126ea69ca8	2018.0	4.0	3.45
276aad0130c9476c86eb095ff2a3f72d	5be3f427ceab95a543ad918556f50b81	d6d74dad77b96134d2f39046be62618e	2019.0	2.0	1.6
f6f0502cfbb64e9c89b40cbcefa243a7	5c1038eb4e578653ee68becb1a008c4a	44f8824d5c30cc8f9c3dd6b0089dbec6	2017.0	2.0	4.28
b17188746ed746378fe2e782ca0de5bc	5f6ae1a66a56a53f6aee49a50d21d940	92b1bb50c8fd1bc488b50d7d0330558b	2019.0	1.0	44.09
a1e5cbc72b474f96a53701aa15207d75	6503c11f16c8e505c2071417d02a6da0	725b40818c80f79d9de1fe87b17ded4d	2019.0	2.0	2.06
0e9455dfc4374e4bbbb145a2a22a9eb4	6521c61df569b4e5c3449b5cbdf56054	3d4196ded8f951aebd6290ae84ca8144	2019.0	4.0	3.72
8721d57ca12b4d51ab116422d756d96d	6eb376e0dc1b181364547d2725ea19cf	459dbc460efab259e9fe3c7155bb0189	2019.0	2.0	0.58
b6aab47781d74e4891804520782a5bf2	7030568fbc84fc5dd162b4f3c6ac7699	705734a6fc16142acf7b9fddddd3dbae	2019.0	3.0	2.25
000cf13990884a229da41535275c4450	75a30686930e8a54bd3240e305d2ff6b	df3f5c1b3234dbec1f4b59e3c7988ae3	2019.0	4.0	7.57
f0ed953be42d468e85155ca381c38a60	763adcd0e0b286a4d998313847558caa	a1b40819b8f631657cdf1028bc7cc6ea	2019.0	5.0	2.11
427aa246e74a472fb840121ba49a907a	7c018c2219e84f7c8143454957ab65f6	ba3f3c842a0df05e1df8a0937ac3800e	2019.0	3.0	3.53
2926d6aa910e4fa28fb72fd1eb1bf4a3	7f1d30b4c8b23455f023477ae63d49a0	3425d7951b79e4ea2f634d8440f751d5	2017.0	4.0	2.92
0a8ac5e041314bbdbe36ae32b0ba5502	8493c506dd5ac22814897e97d98def8e	e949cafb60556aa8d7095127bf1b10ce	2017.0	5.0	2.03
7193e546b9974e089d650610140a5f59	892307552f19b3c1837979fa38dec421	a59439747624defd5e2ade564f600bc6	2019.0	3.0	10.57
9b2baebc244a4515bb321303f91833cf	89456c867b7bef9ca97e0039365bc73f	f0e5eeb230d0384c0ed57fd11998d8cc	2019.0	5.0	3.17
ec673b2889d84567afa66db5e06a7c04	8abddf7348f59bb75461c1c2e73a33e5	08d41f8a40e1a14305a104c834c21ab2	2019.0	4.0	3.16
d6df7eff76a54b9fa68f9ef4e7d24c39	9365248106d06021deed10aa75f97188	f4be41ded06d46d4563c509c7e529c4e	2018.0	3.0	2.94
284e46d97f424b8f9d64bfb20ca2d90c	95cc9896356bb18409ad453da1e38804	ab455dc2f37386aa50dd1646031aa372	2019.0	2.0	7.22
6ce61c3d82784169813cc4bf9fefe9b2	98ef23df208861facfad2fee1a06ea1a	29da7f43745121deef5a86bf02152de6	2019.0	3.0	8.41
2c89c2718bbd472cb1cd7644b0ca5d3f	9b71d9b35eb57267aa0d1e6c6d0ba460	4d25e7a4962c7e9f32149d33062d60b6	2019.0	1.0	22.61
a4b4d605f26044d38c3861b06e50fb34	9eb4864608c0adae10126b63aa170359	bfe142bccbe81773a39a984c47a60979	2019.0	1.0	9.39
7a7310232c984cfa9936dbeeb8967700	a0042b8b1ab18e8e4469bcee7f768f9a	d15185c0bc3abdac07a26c1b650db28b	2019.0	1.0	27.32
0ed96b5090464fc5918f2c3379471a1b	a29ed26c96c1fbe54923b98115e779aa	6b733d5465dbe03bdc300c81d99ee9f7	2018.0	1.0	11.26
f6cf695951534fc2a5f825c1d1306425	a3249d6dd9f2405639be2e13376fd4d5	2ca8ec1b1c56c8a8818d6b856cebf1f2	2017.0	4.0	5.74
84241c06f37f4df2877d6d97a0186a0f	a3b9d72914b6aaef51d202cd357d5dbc	9c7bd2ad78684d0b399661047b5035c8	2018.0	5.0	2.15
af25175d34a6432c866f2783309ead13	a81985ea5e6e18a64d68ae40f82c5482	423b62d328c38f37495fd2f0e45c52ec	2018.0	3.0	2.76
a61198f916064d3198d6d77163166d51	b2d035fd8bf1735e706e5f5e4e3a1297	0be5cf81149b64cbe088ba3b67086718	2019.0	1.0	21.14
1de56d2b7dfe49c2befd75c323672cba	b3f93bf79a85c157703ff963da31f5e3	14f877d7a8fe9b23631bd8d1022d2ada	2018.0	4.0	11.85
886238abcf474ab291af29ee2919d4cd	b44fc8aa043fc6a6ba3d8d4eddbc884d	321fad84963229afb4d700b427a139a8	2017.0	3.0	7.55
ce6993caa7904c079e604c46036ab98e	b4a341d84b8b2d3e7135749e22202e27	4030681f22699f30d875997ac696c8a4	2018.0	3.0	2.29
e1a10648cfa14bb3b447c6cf9e007f50	b7a94aa25d5ae3e5a5c4d300a02691bd	5168010855a0ce084a62d4fd794ebcdf	2019.0	1.0	2.44
29102b4ac3374488b8a29c538310416a	ba4c4e910b6c20acd78ea8399e0b392e	5ba921b8ba0fb451e6ccd3e170a821c9	2019.0	3.0	9.41
12afbfccbc744e37bc218a733451809a	c0d5efc0dbfb4bcce52948f56bbd4769	f695324d7c4b29b5a16194e761a01f1b	2019.0	1.0	28.17
5b2823ae63c84331af2da00392bdc45e	cbf2a845e0326bb8cd519ff9f9de2108	0e5a2313693c34c73e9add51e47ece69	2019.0	4.0	2.02
cae87e7164d64fcd9dcd957c45821404	cd69ffacc277bf50fa8d85132cf058e0	4c8113b3b41cc0b13e56d38f474490a3	2019.0	4.0	0.29
13b77cea61c346dbac9e0f598d021cd2	d308983b28f8e9f4367486792ca6432e	e0a9162379288a0e48e592fe9d6c995f	2019.0	5.0	1.82
2d4b16ed14434f41a57d96d1c2bd4097	d844b61bdd56af0f718676c0d6fe81e0	cadd69a8ede28b10e8a66e25591eaf06	2018.0	5.0	0.02
bc62985a94de49caa7eaff351455aa39	dd820567bc51f7e27f7b1571ad32a910	325dcf58730827e4c41adb5591d2682f	2019.0	4.0	4.07
e9cf8b0195b143abb57c4d504259787d	de1864dfedd8adcefa7058daf9a02958	d916fbb947a1a8df01a1485c2e8525e8	2019.0	1.0	78.42
6289701a526b4d64b80b433b247a9a0a	e13df2380fa162329c7f0a7ad5f342c4	e19471495a130524b5207710a4a28121	2019.0	1.0	36.77
72d1df6eb88743648dba95bdb0cfa27c	e4ed159e7ad5bd8f4523d92a524e731e	a8002be56bee05a5965577ebd3f2d027	2018.0	5.0	3.18
ac89cd8cd3b14993a4b0421069dc2736	e514bdbe6bd0c46b6e38959c5d3ac241	63510ab2f362ae17049e60550f0b5c89	2019.0	4.0	1.5
b6d64640ce3a4a29910f5c8f9079e203	eb80a3f2d709ed147142ed7589f960cf	6d7da725f65a02e1bb83a789388cae5d	2019.0	1.0	7.52
c636324d71134672ac04be508450f4dd	f062c848afcb54d77e425e3f079d7ab6	98117b85f5f999de2fdca5b0ca600e59	2019.0	4.0	2.67
34420e52377642939e76c0ae8c1a0bae	f2d2aa841f7fd5072ff87cb2dbca6f62	526021d6fee39a2c62d1b97119a641d3	2019.0	2.0	0.31
66820fcbc74b4ec1b2811b708b885291	f7c813d8ede5fa5af2c31ed53201a2b8	7a2b05efc94bdaff6959e0a82fdd1493	2019.0	4.0	7.39
f014895a8bc84fd8a4e73501988d8c64	f9fc845c255b2014f9bcb974395f3f0b	b12bd6a0c87ba7bf2d32dad41ad1671e	2019.0	5.0	3.28
d0ae3e72cb144195a58200d962b9948b	04812c4a11ea838ca4b87ab9949fc4c1	9e13695799313880589a84a6cac04226	2019.0	4.0	3.91
8bc389404728434993e5dbbba70bc292	0609e344cf1ea3383cf43fbaab1c93e2	94fb733ebdd019365217283d89d61fcf	2017.0	4.0	3.62
2f2ef4b361af4781aeb01962c69dff71	0b78304d518d6a770c52e99ee4e2700d	05a3b906f2ea7720c45be41e01a68e01	2017.0	5.0	0.66
9347b66e96724641ae696a03316f4758	0d46256cc6db176772c018d4c267d6a3	fff1a0ef4f0f36230c92ae87faff0d66	2018.0	3.0	3.94
4342568912b84ba9bf1f889a1edb47db	0f0311a45b8dae7c72f2f3148aec9a25	c3cda340d13bb62439485a82cb355435	2019.0	3.0	1.58
930376ff7fb743d1b0cfd97365448f5a	0f51b28234415667d80da8fece573b18	6b722e624d0ba7b8d8511f97a4a6e728	2017.0	5.0	8.5
724c8b7b3e664acf97f59b7baa2682c7	14cd419266238b4c88c1a94db030ccbe	fdfb7a360499312b2cd0ea9c5c6392ae	2017.0	4.0	4.98
1f79e741f5f14b8687804d88f09b3771	17387f0e3485ff3e13a4ae944fa254f6	02d50465859d23ef3798068c833ffea7	2018.0	5.0	3.9
dbe0e6955c044c7f86d943384bf3b051	2d21898de6491447c0f783d29e19a3da	af6b348eaabb1e42494dd31aec6b987f	2019.0	4.0	5.07
9c03588d64e6486890a208353a6fc743	2d5345328838d65cd0433d0495ebd4df	3835096234c6310709b35f2db2f9e7ae	2019.0	2.0	11.2
2af1565e3f1e49e5b828197ddd231a68	371af5bd82207bd6157e402753e65562	d15185c0bc3abdac07a26c1b650db28b	2017.0	3.0	10.78
67b771804aab44b5893439c8d907e34c	3f0f10af5c894c95e389f08361a73639	b41f06ca2a9c68dacfa9e080738ed2db	2019.0	4.0	8.69
580e0d5419a64a31bf7a62fa4e3ce0b9	498d3e688c6aca6156cf61e8ef31ede7	262d545715ff1027805eafcdcb50b1ea	2019.0	1.0	18.41
0434022ca35b45fbbf134102a66c0898	4c5d45b90f428c4d2b91321957915eb7	ede0c9d89a811b82b8c0fee536571a98	2019.0	3.0	2.32
b511590268034e4a81e6263887257992	4ca7178bfd7d2de03fd31fce612fdffc	819e78792a33bfdb874d921bcc10bb80	2019.0	3.0	3.29
bfcecb2c06d94c14b4bd58797655c48d	5044740f1c2c5584953c534a21f08c7c	f603050227dcaa14d57965d5c29a99ce	2019.0	1.0	11.18
9b5fed44700146c7a34ab5006a4656ff	5c8dc7e2da27e337b6fbc4037f33cce2	b32e61fb11e80f941609540efc26e910	2019.0	5.0	1.77
75b036b7b90a425e962097d2cc3dd8a7	5db662f5a172363635a58e5d63b1fb49	d63839560df4c832b422540a37447fdf	2019.0	1.0	9.73
e18cd47795f947b894d2580c0f895a2a	5e22e7488c92c861a546b9814eaf2446	af1956a09d7db71d3f66e8d566cb5ed4	2019.0	2.0	0.47
6c298458ebcf4a6a9df39c07c058623c	60b8ab90a279d731d7d6b2f337a6ffa9	a9ae3860aa1b424566af0829f4760446	2018.0	3.0	9.05
5f83c91234774e08bb80f76b47e3cda2	6147063ddab81e263316abb07d10780e	a321c9157c31c57c4dad325263a8b06a	2019.0	5.0	1.12
9d76def5a7304df3835b719ac707f156	62292ff5def8a840752dc122d29e01f0	7cb0d0740fdb91a152cdab988fa28bc9	2019.0	1.0	4.91
2d831d981b5c4f099216b6848611917a	6ae44d6aa37d5e49de8c32a0cae444bc	466561d9c6bd8d9219b995eb749b70af	2018.0	4.0	4.94
1c2522b0e9f348e3811ffa327b6bd979	7443af622276675fd921fbf4fd64014b	ae8e3d3553c6b39c35fb63f3206784fa	2019.0	2.0	6.98
2c5a4c25930049819a8786fab93fcbf9	7bd3d9f17bc6be4debd66d5f7f64f7f7	1a09ed7466a65f8a9485210df534bc1c	2017.0	1.0	3.79
cdd98adaf620458094f155db02c61c39	7eae18e2b77bf2168eefd2f98fa77851	7ccc7f71d3dc506463fd26237c24ba6c	2019.0	4.0	2.51
2a8fea9271084788957de052de919196	7ec2b463a993d34d8d561a0e9eb8f0db	739e71de2308db11d6d87a76adb04192	2019.0	1.0	4.51
36e86eafe99e44f0bda348ae10f5aba3	8b2d6de98dda109551869c8e5322afc1	5a42d79a03677bd738f5feae6554c127	2019.0	4.0	3.42
c2a51462e07c4e379b4d333594bf767a	8c46c0d2dc0e76f37fec3d4b0beac378	40fbe199c6a2450b5b045e105580af7a	2019.0	2.0	2.27
1ef446395d5b4a41b606c39ef6e7a641	8d073fdb013a7e47a62920f5a9c38a71	c75b935677eeba347047b3d4ea4e3c83	2017.0	3.0	5.33
41a1db84b98b44a4910cb101d2e80162	8d2fee3516747a5f36aa9807f042f30a	dca62ebc1828ab2771099ff70e68ea4c	2019.0	2.0	1.35
b72ed4a9ce1e4b739d20564ee4ec888c	8e77182e640c8f36dc97602af8ca2331	676345b7f19ab820aa9383e96ad92549	2018.0	3.0	13.64
af249f32b5e246ee9b9c37d79d850c69	91234bee6e79f3d7a8f476a34364796f	0e61c88c25ffcf3b5b9505b22922f63b	2019.0	2.0	20.45
f861a275bb644f538a2dfee7f2c553d3	91e3e5394d7ed9f5c184c5b3e74e33fc	86493856effb8994c14582ebb52b5813	2019.0	2.0	1.89
e25b2d221a454f6e81fbc60551f49acf	93b3eb748184d708bec8523843cddb02	fee83537aa790deb70e423eef355307a	2017.0	2.0	19.49
fadbd6f8cd6a4cdfa9bd36fb19631ed0	954fe81d623729746b46a5ef5b4ca022	6c785e75811be6499856f05e4f8fc2cd	2019.0	5.0	3.77
9f80f3255fe242ee9c71d44d97d4a5ea	95cd8b0b6f2c38191f2823de8ad834a4	e8599b6698558608e559a7ce8cc24862	2019.0	5.0	0.09
d211a22cd6ed47cdbe8d29dc4bf3ece5	96d95816efe1a46f374486bc3efc2cca	b06303c8667dd5eb97279bd9f29412bc	2019.0	1.0	0.54
63712308af1644f8b5286066a1cc3d5c	9c875a246002940d83ffbfa007323792	ede0c9d89a811b82b8c0fee536571a98	2019.0	1.0	4.39
866989e36c6141f4ac0ed2a4995877d9	9d750bc2d00ef57707e981f7b7f82c53	758c3494d3dc2bebb0f13cc9662a09b3	2019.0	5.0	3.71
a746445618ad4ef188048a6601155962	a1e31ac0dd4c69fe6bfb9f479a47a984	b7c9ab3053c5c1ee4475fe8fadfdabb9	2018.0	2.0	5.09
4accc1af73f649359b5a6ef07d1cbd23	ac0559159e1a1989440332acef5ca338	fb08be70ac271c36b92040310929c52a	2019.0	1.0	8.37
0e45b0ec346742f68c78725fa76e017c	ad07744eba057cc67a8dfea1932fa923	e8a244be5b5ac41c0cc4c3c0ea4dff00	2019.0	3.0	1.63
49c86d35ac0f4c798604b3ec265959b3	ad41c5581ee3d07770dee744a6b9613d	1335369498b1a11a7cd815385b51dd1e	2017.0	2.0	34.23
b7d6258c12a547ddb00688a4eef48302	af4a1be7d12a1bc42e89b0c5d5e8063d	28929d3a5a05653788e965c3f43310d0	2019.0	1.0	1.59
67dab9330ae345469ff5e62143609a63	aff870b2d0fa11f526af543df24e973b	bcf060caf22c022fa458e99ff1d6fb17	2018.0	3.0	10.35
0751c4beeacc40bd9252d1c9ec67ca5a	b4bf65eb0fe48554b59ef12344e7be87	895b14f11484a8f54495a75ee416ade5	2019.0	5.0	3.14
34660a3373e8413face4e64846d074b2	b965e1944df034ecba2a5b5fd7361b42	94070fa7e40f36dd58fdf2c20e0d0dab	2017.0	5.0	1.11
cff8d981848e4e31b665c8d7e8c425bf	be01a88486eda9e6518fd928eb921393	20af1114032c64bffd6513c96001f537	2018.0	4.0	3.58
2eec6d14841b411e81d075488dcf06cc	bf34ed723d71f6a712fd56f5e0f0d6e8	f0bac0867cae753c4f38a978d4b45887	2019.0	4.0	5.83
ebda019c44ca4066834442338a410b05	c15bcf48d19e9e846e46b0735b06a61b	e12c71792739b6254e0c1f23740edd78	2019.0	5.0	2.43
3d5727cc74174083be0e6bd55d6eae4e	c3316bbab3a71b771327dfa118aba869	5168010855a0ce084a62d4fd794ebcdf	2017.0	4.0	1.69
84b0860a61b041578484e5423b1f69f8	cb62ffc8377ca43534b7f3dbb5ecb4fb	70140823755380ed395d88cebb374a1a	2017.0	3.0	2.33
eb237020f9bd4ce5bd6037fa189b3f3f	d7388b420df7cbeb0d20b38b95feff15	a06c064fb4e9eeed69a940db0c3ca1d3	2019.0	3.0	9.8
c8f625120a7c4085be54e22a601a27b0	d8efcc730908277fd025192340544774	cf2517766f67223997c4c94af85745ab	2019.0	3.0	13.18
c9429d39482f4bed8480533a68836cbb	d93ed393ba894e02b254def3216bc834	6a575bf541e79bccd67980fba490d12d	2019.0	4.0	1.14
67399250cca3499f9c989e492e7bda46	db15ce6305f1a05d5715050b601e9692	47d0694575ccdd5d547cdeea31de437d	2019.0	3.0	3.95
e2b77973f0d74673a181d39f79fe741d	dc8cd5b0957767bf0aeeb97363d11821	5c3fca68dba2b7e4e5801403c45185ac	2019.0	4.0	8.07
3302e0d7f6184f6f95ae78543f0990bc	de453ccbdb14d5a89d0f67ae2a1cfc51	1314b25438f0ec734f4bd3a3facef637	2019.0	1.0	5.51
2fa0684fb4384c3f86a0b26394c9eb7b	df4105c67128e8ed9ed37e0cdeb81203	d871bf2c47056d5e3b362b564e9f2d44	2019.0	2.0	3.24
56286712b0904f3d949198781352db51	df832f4c48f70291ba49729c308291b9	9f2ab97f9c0b1aa0644bf5d3edea127f	2019.0	5.0	6.75
39af08dfe1bf40e7b5b0b2fef91144d0	e0ce29b59800b9e5197eaf80ab9fb8ad	2785daa005956e8c66a1cca00196cd5c	2019.0	1.0	26.06
6e40d7d6a5b84ade81a0ceeb7bfb562e	e40516dc0e69d2a93dba907d78324af2	8889cdca1557d961e86d628340e5259b	2019.0	4.0	2.67
0be495ea1a914a7e87431b374b838295	e5641862d05ace4a2413ff14fc67ae0f	4c54936f871150913a7945596f3c1d3f	2019.0	3.0	5.57
8b87cb6ddf8249e2b62fad53cc0d039b	e5ebbe949ee5b1f34dc032b8c4216b6f	9a7eaeed80e8009b1f8c15c5192d8de2	2019.0	1.0	33.86
4db29e1aea674ed7846f3d5d8da069a3	e686e43d60b409064c21cc002ff96d3a	d75ea5b90c23f26adf81c6df62f9277b	2019.0	1.0	2.72
7a62f5c023ec49c1b9ae3c71fe5482c5	edf597fbf1e2aac62fa892f3a1bf60ec	892165ae3cfad24f6a6853081b5902b3	2019.0	3.0	3.16
3b54223802134dcf96f3a0eaf1fba0de	ee245bc5fd094195f8877613e8097fde	d085eb839db9fbf97cc84f6a80a06e2f	2019.0	2.0	4.95
75d176a157af47749d97ade7c780f2a9	f158d6bd261da8a4058b56fd7ab291f2	259c6f186fb3320199d4e9a498c91065	2019.0	4.0	5.55
b3758a83ce6246b480b265d2eeeec331	f1aa1c890ac0b2a720af50ffbd3b68ae	d8133d39d15a6da786e4ebed5540e9f8	2019.0	2.0	3.81
41622bbaa30748a6bde1a8e59967ee1e	f210c14696b425b7f12086276d26c391	ab236a65fcdaf0f0f05a650623f28043	2019.0	3.0	2.73
314e1ae88414447f952bd3fe00983eef	f457d6876d64a595d9604209feefda6b	e913c5e65e33d7c42c5775e8e0a2d842	2019.0	5.0	1.36
2fc62a4a13294492ad3a015f76e839d6	004ab204c1c768a39d137b73a68d7362	3b5d387fe6e98b1489890fd5df155c44	2019.0	3.0	4.95
24852cf6ff2742cab03f05e041bf9d2d	01efe41fc59a830d83808a6397d675d3	c964f86e7c2d686985504015084682b1	2019.0	1.0	15.15
a5439533b5084769a604269981c39936	02dca2a51218bd6fde80df8a61504a9c	4e89d741c71173927c0172ad22769a8b	2019.0	4.0	5.69
3555264b88b24fe19348a9218e0cce8f	0b755ee0e51b04f6175ef1ea6662ba62	160ed0925123d435a34d30538075eba4	2019.0	4.0	2.54
97926e05e0c641fa9e93e8e42f877515	1beab2a86048bbcc4248f62a28a48819	880565f9ac0eeb940638095137caadc9	2019.0	3.0	3.35
306f068642d2493c9e4cb22eeafa1f12	295f12537ffbb202a70f4082e0bdab06	e73da437ccd79591eeb00f7885ff46ab	2019.0	2.0	14.04
1869257bb22d450fb674050f4d79375b	2e06cb5008fd73eaa0ed65496c6e6190	737b6c81c9722655c5f6635651f7ae8c	2019.0	1.0	7.85
cc8894462bdf42988c92fbf4822e12cd	327267bc604143fc3940cc32d8502917	4828f03c51450f4c83044b990b60deae	2019.0	3.0	9.63
9c718728b8a640e2b596e1306f7bee60	352d6a139d5296476530e2fbdf92764f	4894d1fa529a7a79f0bef964ffa93de5	2019.0	5.0	3.03
61f7c4c3437946529341b4e0c0f3450a	37d6eef72b0bf41abaae415c55ebc2c4	84ba3f61e4d28d4d18aa0f9faadfb932	2019.0	4.0	8.38
1da6ff2e6c9140888764d86238f84246	3b5614e5a2fa2cd00b90c047b37c4a78	758c3494d3dc2bebb0f13cc9662a09b3	2019.0	4.0	4.46
7b041baeaf084e2c96dd6c5b112afe0d	3ba30f463dda14db4c9ce7e52e74e3d8	1bf7dd5de751f029111b1c86348a1596	2019.0	2.0	0.52
365ed05e123943bb8038146034590e1c	3c16be9d2941a26d01a16c7fb4e637ab	f5e222a5dd07d07d5a61bf520da1a9a1	2019.0	2.0	23.05
92b1099634f846b9acd1f41c89b35213	464fdcfe417aa5dae8666ed199737ac2	e363f26eb6c4f896068d7f8ea64acd69	2019.0	3.0	0.1
4d46546c7a5c450bab29f601f3fbcd9f	4d6b0106b49ffbcd85453b84a45e15d5	ab236a65fcdaf0f0f05a650623f28043	2018.0	3.0	3.03
a6c5b69b86184000b960d22006e8d3eb	51cf5484a94a4130dea8980ebaa15ed7	36a5e4df474144f51ac0406ecf864e8f	2019.0	1.0	10.82
7cb1d8abb2244e0fbd0574011ef80856	53f6e8b31fd94f5c204af4aa9086617a	0eb8495764ae7fd9b5d24aa6e2b17a1b	2019.0	5.0	1.77
e0328802c7994022b184bbf1d85d152b	57909135504c0b08cebb14890b9cfb48	b740fb357c7fefe78a7816993557c00c	2017.0	5.0	2.41
7248a9f04df54cc085ddb33b3f1c76ef	59ac06af71a18bcf274be569150ab74b	019e71843decb7ebde04a9c1ecf8b46d	2017.0	4.0	8.38
feb16d56c99a442f9de7c1e5ca0a143b	5b2fdb0ff966093fb71f726af3b41d5c	d3c5b1a40453c7da6c97176f3c2a23d2	2019.0	5.0	2.06
32cefea8e18a4b8ab9096ed5a66956dc	61143c3641eb9eec577f670713bcfe7c	99623396ffb27759c8ae42d688fc6795	2019.0	1.0	67.86
a38cc164915e47409832212ad11b0a87	62c8688df2d9610a4b5383e04990bbea	97748e79c47ae931a35a3f174c109d70	2017.0	2.0	3.94
17960caae37e4d9ca440e8891ff4ae4d	6b62e95e7b57697ee0eeb2ddd8f691e8	fc5c81536483fa86a83054e3d9662e1e	2019.0	4.0	3.74
5541509500ae44c08c6d476f6426776e	7a3896486d168fa35430f2ed54f77d0f	cc5fb22ae4d2b643409bf6592e1da39b	2019.0	3.0	5.25
2729885e2c344d059b213be7b1ea5951	7bd1606c20b92f90c47e8575d29cb323	d7f407126c05f2dbe72da2aaeb30a306	2019.0	5.0	5.9
1a0c015d99c14e51a90dee7b9dc89257	858ffa0d79f28d55a171e4a6e2b49089	afda033097631e5aa2f3870beb95f2fb	2019.0	5.0	1.42
16847602bad9446d8b3e8d99c1a9368b	88dc66d59a08ceb596103d0e3064943e	6edb0860b235d4b801edc8381f952dc1	2018.0	2.0	12.9
fdb03d4e44a147faa30b8ab2a63d2cb4	8cc3aa3add909f4e450e136df6151ae8	6e7239b5a177dcaf3ffbf0098d9c930e	2019.0	1.0	10.49
c2e9fd68557e41cabb0b171c2d9628d1	91acee13a7926276d937afd3ec999cc1	46c4d9d635323242e080018c00f141ae	2019.0	3.0	2.26
da126de12f7a4cd5b964fda934097db3	96f6ba16ecc4de7ec61addac4ff4b95e	bfdf6318c99244a2a6c4164528994730	2019.0	2.0	3.4
c30d73effe494fd5a80602273c017c25	9cfe1f66a24acb601ed8542f4b9c1ed1	84a4191ba0fd978a1c5c1414411cd8aa	2019.0	3.0	3.14
