uid	startnode	endnode	reportdate	order	ratio
8f63772fada8455ea921abcaac2766dd	613c282f0cadf777c76178d5ecdb7589	127bdc182afe3be20b31cb285c9c8b34	2017.0	2.0	1.82
2fb096c44d3b4fd6875e2742a700144c	6dfa51c921f36e790830d889208a404c	04008c15dcbf73558aa74a7e7b1ed633	2017.0	2.0	1.81
70de8599a202457fa68d4e2860df3944	7505551a2efe28f933b3adc1010b9cb6	9ccbceb254cfc234624841f057580bfc	2017.0	4.0	8.58
46154b6adfc745fc9eac875323dc9744	788979a6e61621d7bc93df7d6178b119	d7c758619f4779a9b257c2fc93a6d3e9	2018.0	4.0	7.03
fb1b3762bebd451dbe0a7ac6f5287613	79e9e06be80493719c0262bb3bd7437e	588966119e0c95a38ef147e61b31923a	2017.0	2.0	3.87
5e86a00bfeb74d73866b9a4acdf4f619	7b99df4b180348008ff21053e75fa5ef	27c7ff37f8af3b5c3afe348cbec2e1c0	2018.0	4.0	1.01
bf57bf580804497ea8f3ac7236c217aa	7e263af68d6d9bbe80cae5e8afe1e28e	307adfc685e10befeff14c1ba6434607	2017.0	4.0	4.72
9e28ed03738a4488a7ddac77d2f035bf	875e6b61de103a1c72c4e335446723e2	d09e3dc35aa0ef8b87d89b7dcdd6a489	2018.0	3.0	2.3
06f542e5b08c4778baa9c0e1ce120446	891bb39b456bfb68eaac4233173bb2af	88b1ba2167cb57817cbff39474fae348	2018.0	4.0	8.21
f93baba221e74104bf1cb3a0aed357e4	8a7aaf18c9bd774b79a0184301614200	3bf59e2cc9495169ed62818cd2437723	2019.0	1.0	21.83
a32fe322af9a48958c47a186a7112bc4	9088c1ad7fa1e632ba745ce427b8fd2e	5577b8f4af69db599b0f41d2e4b923eb	2018.0	5.0	4.52
a2785edc6ebf4f549bac030c25ec557a	9678ad82b99837263e615d4da6445899	8798e1c46835b19a0823b28985708dfd	2017.0	3.0	6
6b9c21fe137e4d46b3c295234f897003	968fac875cb2b905d54fc9cded8e2e2c	550245ce37d31963948f0a1f1c6623cf	2019.0	2.0	4.38
1788f922af5941cc9542a96be43f705f	a8c707101a2c217ac103eaa04e8ccfd6	5388fe5063c437345858f9f319901c6b	2019.0	2.0	5.52
03cf718b81ca4a5490b85414b4e3962c	ab21eccf7589ecbb7214140ee0d10b8b	e92156dbdb46ab2af81a8fd9c96b04dd	2017.0	4.0	11.64
b05b3b58c3904eb6805bdbf4d9d93492	abdc7aacdbe74a8e0c16077d266401fe	e6c05ededb795211c6ebea9dda104cc3	2018.0	1.0	30.3
b06b97f9d8fe439c8d6050c9e4dcbe6a	ac7cdb1bb50e743d06c90febf9c63a31	0f3cc3944de84115c7657f9dbc6ea3f7	2018.0	2.0	11.85
ed5fc35e44a0415896e46970fc4d077c	b75cd6ace62c976092fe56a550ba971d	10ca408c967b36f5c202e28dbec4eebd	2018.0	2.0	4.28
23c10e3dd15d4d7e8a32ae258d444af8	c8ef58998ae5ac322eca92d360fcaeb5	25a884d70079353693d36190dbe31f7a	2017.0	2.0	28.21
d276de95fe6f4944bb5aa44ced756f3b	cdf56e2de2c1d50fd495f80de2d91df2	4acf38e4534a301e3734d0ac3c88716a	2019.0	3.0	1.32
2e08f4f026854efabfdf00fc9cfa40c7	d5f6cfd57405af4e6fac5f3fdf0a8d1b	9d957b3e3c33aae89a627aa795138ca3	2017.0	2.0	1.26
c9380e20865b46f6ab1e22c2467870f9	d77b7a00a89c71b3ccb04235be053f90	437c70100983c77717d94a7908437b20	2017.0	2.0	7.5
6536535ea9864ddea3e5fb321c74349b	d8b81c88c4212b7a2dfccdbbd8841921	a362f6ec461fc395bef9bc9f0b467609	2018.0	2.0	2.42
dbba2ab7957e49cb9f8a2a8df39c1f03	dc1db6019fb0173e3189ef00ad5c4bc9	a3c5ab718acb857b17e38961b3c5d5a7	2017.0	5.0	2.96
fc039707f1ea4c8fa957c5f0b1c1bd04	e2db1e02e1516a97373911ed54aa8d98	ac1d7b8ff9a7c60d0c877e6c49842a8b	2018.0	1.0	1.05
2a68d8399d314d89bf77529a6678888b	e5061bb46ed66ca81ea6e0801a8f138b	90b4a5e90a9ebc488a717760547b2295	2018.0	1.0	4.24
f7b24aa248bd4c6ba7314b8bdd75f0b2	e977b67495c1f4f44e4510f2df5f8237	da9b66009e22ff33de83ff40a88169f1	2018.0	4.0	7.45
f446f3902e6649cd8a06a997245d7da1	eaaff9d42fa0d9609d9085f4100fd562	50727ffc7ae054b32093cfd611629934	2018.0	1.0	8.51
38562b7f8fc94def90406c143499a025	edb5fe066186ed2bf7ca8b5834c6b3e7	e1a37e14e6159a616572f5e67ed5f58f	2018.0	5.0	5.72
f94f94c09434482692477881ff0b7379	f052a0853efaf9d33a1171ee01667e2d	6240c120976357400600fad2c4ebeaaf	2018.0	3.0	4.04
4b346aa467e74d91961e98730f7c48fa	f10027c70aaa0451717a572770c3f7c4	15e79c018d678f7d8e0578f4f35ee9ee	2019.0	4.0	0.86
237e1feb30ed4a3b876cc217eb1a4c6c	fec71d63c6cb5eaf53938d3a85d71e34	0bfc14adb29d624aea33f1bade8cc82b	2017.0	3.0	6.98
e6f2470684b84c2ab1acfcd1c9029ee2	fecd7066d233a8269d86e25cab881b66	9f0314f23413e4f19591c1c52393cec3	2018.0	4.0	6.05
025e17bc130a413dac410c01c9428a12	ff7b6f957bca6bf203372c62f5c35aae	06c213aad269ed5b7c25edfcb2c834de	2017.0	2.0	4.59
f4cfbebb9d1e4435b8271ba5145a3b1b	ff83233f90c66157092800c97f4930ca	bfdf6318c99244a2a6c4164528994730	2017.0	1.0	4.43
0f8a3e948ce9416f98e0d8d76f45d59f	1c5bd370cb1315d1fe4624990c90f09e	cf74aed34ab46d010e81b76982ae0f6e	2018.0	4.0	1.01
8d4f0c37f64d4db1ae4c9d4333e94803	1ca9de51279779099a0fe62e94a39a06	af600b584d1b6e7ad8107643c8c958a4	2018.0	2.0	5.37
769c799188f8423e9be996d59c3b7842	20e545c7dff7a10cd96130f8f24ac8c5	d92fffabdd19a3c17967eaf26fb097d5	2017.0	3.0	1.86
455e35aa28fa4f6ebd8598988bafc586	286b219a19f22e967fbba1b9e4ddcd67	df36f6c9b78f50cc8581638df9fbe4b8	2019.0	4.0	3.1
8a67f37078404276b1333cf7fd794a60	2acdf40c871b92dc30b42dba3934128a	4d897fcf57c0828ef546adcc88d629d0	2019.0	2.0	19.81
967d43e519b2434783fbba316a8ac214	2b4ed75057ffa00def0bd8e2a8591166	42be340d62c42ada87f426660bb98531	2019.0	1.0	25.16
44edcee2a13d41219e7e2ef98ddd1fb9	2de8f131dd9cb4611a5dd5bcaa7d1a03	437c70100983c77717d94a7908437b20	2018.0	3.0	5.41
94eae2bac8d14c0eba6ed32261309eaf	300747e16268785a69b1298f90faaa8e	ce85f3c594b2c6e0de0251d883c19633	2017.0	3.0	10.74
a4e49b690b8c4d35876163bca9c36795	30077d6337eac64b905e579e5450ea5d	df3a2f9b1c6322a3fdb30039312f9ae3	2017.0	1.0	3.95
d8a3b0073492412fbca4950356fb1bac	383bf50596cd9835f6a3494fcb147ea0	286e4570bae8d3945b508a37169f888d	2019.0	4.0	2.24
56144c5e33a04bdeae046b64b2100180	39e911e10d3fd6c1017087b47683e1dc	e8b850bdcb9f731fa8546b7fac22a029	2017.0	4.0	3.55
966a2e037ba44e0f9636203f7db11910	3cc949eb19a1c8c7d8af0ece71a29659	238e19b837f7f690b1c83177e6e26843	2017.0	4.0	6.59
ea1730be68e148cea09e61c637da5036	3e61715faf900699b4b97aced160c92e	67165b8f9e5cf2cf52acce6e950dd541	2019.0	5.0	6.46
e9d5a338a48642aa9e99eb9a2cc76716	456b9928f9efb61f5f6d729980a01077	2e0b4481991d0325e7e81a4c81fc3d7f	2019.0	5.0	2.01
4bbfabe46e7a4f3bb10a9cd4d9e880fa	4bd8a0a9cfeb870ead2e5265f8fdd013	d5a20be814e9f3208bdbcb2be27bdc5c	2018.0	3.0	4.59
ac0b36ddd2cc4167bac2c1061ae4c0be	4bf3f909e38001abee07df88d276b26e	f58182545b5a4f3e1ad50f070c877cda	2017.0	4.0	3.32
00e4e5e870484bd7bb7e101293b21716	4c79f78edb1f02766ea874aa52075e96	5c2cc2984c01efb47ce2cc8034ad7372	2019.0	1.0	5.02
9359a475190f406b94836603ae55c2c1	55dde84932994039d08ed14f447db295	b608063ff3bb8a903d8aaf81c636c0ca	2017.0	3.0	11.58
d97498945d8a4b768b78b12c8e00d6c2	5a77967280ee72afdb0af09caf5a3cac	d0b7c7065619e36cba631339c8a0a271	2017.0	2.0	4.89
7b7c0f13d3be4d43b14a717ab4262814	639fb01f3de59f67eda1f6ca930a0e35	6c9554daa88bb85a138eda58bc2ad3ab	2017.0	3.0	4.37
45d87bca5c81417883c99034a111a8ce	6a371b6f9530c3036470f46329d93be2	c5d21dacde8f5fad5120a04fec003189	2019.0	3.0	2.39
22c7c7c144b44cbda5a547c925dc3aa1	7c6c080420a60f684cd1499171dac248	d1fa2883e333f30e5345f14351039f3d	2018.0	1.0	26.83
de301009812342b2862944330940c14c	7f81b5de9b90b7d406f9e1a4b16febc7	891ff17d2419c40ab1deec2148009698	2018.0	3.0	4.06
df231f4ca5404aeeb539c1dfb5bd2fb2	83545ceb686644302420cb1a36cfeb93	d06ec72a725f8ece8a2ea956c77878df	2018.0	5.0	0.99
565635e3f4794b4883da9dff6a97cfc1	86ad094ab3739f8495b6d5ce70a361ba	50727ffc7ae054b32093cfd611629934	2017.0	5.0	3.79
dd7fc53aac6741348b8be4392ff5b84c	8bd5e1fb4a3d5d9f70985914f01bab12	fdfd375872d361e1153af2377200c8df	2018.0	5.0	4.76
cb31f80886f4425d9a0c2366ce079a88	90ac8e4d3a89df958eeb384e46edc204	14b333f22e7e77c1aca338941e478545	2019.0	3.0	5.3
4cc35104644443e7818b245add7b638c	942cf5b48c995aa2f1b7e15f19ddd8d5	cba2a0310316e25fa40373d47abae1b7	2018.0	5.0	4.65
04618a6c03924499a60d0ca7eee22167	95503b92da3874633c54bd959401b15b	3cf903e1b2e373f4e608ec3c3732cfe9	2017.0	3.0	4.5
02b027d9558242979a0b53bcc6e0ce0e	981d129ce0049288b21b10cce7cc7d2d	fd6acf58bcad61914486a3b63ab4b3e0	2019.0	5.0	4.49
904fd38a1159419bb3de2ab2dd5f6253	9bf4c67ac265b3668d07b52a9ba2ef34	6334bfc1772e93e734678ad6adc50714	2017.0	2.0	13.16
c517e06eb3d440c395ffa3ebfa07d9fe	a44ecb94be404055723e2c766fa32a91	c786e176d710f7bb1ecce8ac6e1b8f24	2018.0	3.0	10.45
1f5a0849f8c743f19d5ae08b03224b42	a8a878b5e4ad564c4522088b65287c71	6f39ffcf1071c9066c56800ae5944b29	2018.0	5.0	0.96
51f881e82b684753b0776a929b4a2ab5	a93361a8101ed275045d186eb64c704d	8f9beb5f693d3504ce9f8526f05a2c97	2017.0	5.0	2.51
b86f60f2f66040fd8c2f1ae2e1f1e480	b060022667cee3403bd50c3545ccf731	099719734e487a3dc1325511deba7d0f	2019.0	3.0	2.38
acb4bb688d8c4d96b3c5f5668f4b4883	b7d984de641a804acdbedef74f94d5bf	a18ca8ea05c3aced1e28a10533f4b4b7	2017.0	2.0	26.99
1536be47494f436db002c18bd9bc1d46	b8d82e467103297d0f9f71b0ad0ab55c	422876eef9e2493e7ed05f4782bcf268	2018.0	3.0	7.76
03bf044d0af44c448b6d375a60ee5d7e	c2ad5870247dad0a191fd5aaeec979e3	95e00bb9e2078312f3189dda7049c801	2019.0	5.0	0.19
971a10878d46483596c101eb05d25aee	c39785faa262e5163c4a25dfb5993031	005cb0438891ea956d0e0637ef4bb203	2017.0	5.0	2.6
7e4ee6923f8748e398358653551ad871	c7ce2cc9f88d41fb5da89f90d880f2b2	4113f0850e9fe0b6d8dec178e177d3a5	2018.0	3.0	4.55
3d6d4bb8e32b44d5ae32e096e822e778	ca5f8afcb7ee758b595595e42bfeb75f	d924a9105a54fd622dcbd1395d4213d5	2018.0	1.0	5.9
c97099c8132c492e9492cd977d534fc7	cc691cb15c42963b6293d3565c3d6417	fa9f4111e1c911eb4867fd7dde267a15	2019.0	4.0	2.26
04e20b6744b348d3ba4b7ea2641ba05b	d8171c80b6312f2313e662a3173722de	eecdcbb5b38cd0c6688438faff019bfa	2019.0	2.0	3.82
1e8637efe9b54ff08d7450bb1e5c368a	db720f2097b235cff6a49ed1810f0453	17f59fa8ad7ed581cbbd88e2d23579ac	2018.0	3.0	1.12
8c82325c951941e5ba71387e218ec955	e66262d44d88806098e820aae93bdf66	e526a6c056cbc4b20f20fc644d2fde5e	2017.0	1.0	6.24
ac09fc4ee1e14af98e81139aa02df96f	efe9b7529db26da779a4eb11bcc8d202	e44b4301bafae4ef238dac78440bf0bb	2017.0	2.0	8.56
9b970d09b456440abafc0ea787c94010	eff178c9ec6a231c16dd2b480547722b	1bfac1298bdc9c898a57c0ccf5195b91	2018.0	4.0	0.78
fe8152a8cee64976b7c9b38cf203f0c3	f2f948ae6a5453bf1f1b1e908f2f7cce	9c7bd2ad78684d0b399661047b5035c8	2017.0	4.0	2.04
fafc2cd56fc1466bb57530e576e9b9c9	faf02f39a064d4ad6bcd9a6a748a8eef	eb918818c1e74cdfbd31eea15c13ad44	2019.0	3.0	4.19
519d32376cd84b4485a796b6555ac8e4	fb2898a085725541ca7e524b8daf52db	434dfe5cda0b966297958400347a3e55	2018.0	4.0	5.15
d3d1f1705b454f06a3cdb993cc901968	08777c93c9f15b93013277e8e3591f2a	ade2dc22ba93376485bc43f992d7e4c9	2018.0	4.0	3.55
2502ae3d346e4bdb8bed3c74a6a67ed1	0913198ea5140bf89636f606905b3a72	9fd0a729f685d3749e888308174060c2	2019.0	4.0	5.15
822310dfc71340609b3c7b22362c4156	0916a701e68ca0836d38ac9cc45dd246	2aea9b3a8fdf69b93ba498e8cad9830d	2017.0	3.0	7.28
40f946e4dabd40539a8b46eb9ffc38b3	0c0e4fc43c08bf035ba2748caaccf4d3	2785daa005956e8c66a1cca00196cd5c	2017.0	1.0	21.68
1dd1390661344a9f95b8fba23314952b	0f6afd3ebba197c20c1904f26c95c7ed	f278719c84677fdfdf0b2bd5f8accf0d	2019.0	1.0	31.3
141732f8fcfb470ea47f5d112f4c895c	1bc3f99582adae54d1d06b033dd46b53	31369e9e1515b8214261dd22ee5786a7	2018.0	3.0	1.09
22568707141a4cb3adc07f68609988f9	1e217376ebc16755ad38e80f8abd2ac3	90b4a5e90a9ebc488a717760547b2295	2017.0	5.0	1.16
156cc987a66c4380bfd206a77f9b0e71	21e92d6061b0cd38d0ad5993876cfcb9	127bdc182afe3be20b31cb285c9c8b34	2019.0	3.0	1.43
39b5df0466224039b0a901223dc0f6fa	2463b93a3a03ee4cac7c8d471201f256	badc6da79bec46d5af9f246165fedf9d	2017.0	4.0	6.04
f23a7aa308b3471b90ff0ca14e063c52	2e61aaca337bd2c96bbe7e1883cad8d6	4a686e1985ef45fcce0763c56e39cb01	2018.0	1.0	46.69
01abcd3707bb40638b13a17eaecd1b47	2ef5027c67f48cd568db271de39377c6	cec4999b5ac68fe93864f994e647514e	2019.0	2.0	6.92
46b15645dfac4415a4f4ed39b38aefe4	2f35167785eaf708048992c532d3a3b2	adba9b4c7ed2620a9bb47fab3b6f6060	2017.0	1.0	11.22
1a35c06e641546908fd6e6b55c9ee184	2f648133ce49b47a2d4b701ea329c506	1621b07b843917f83456740919cefbde	2017.0	5.0	2.19
836439974d694a08845d992dcf3d34c4	362a2e345736f5a80868dfafe3eb73d3	a7b9e1e28aaa885b274a06dc0d8ece70	2018.0	2.0	9.43
8dabe99790d54180bbffb66e6defd3cf	3be246f9f4d8ba5d550082f13ecafb24	abc1c241b6ccc43ee9e7828af4986a54	2019.0	4.0	3.56
1d242c98b43c4330a99c4dc08fd7b62e	45f16324daeed29622da6148faa47f7c	83043a1a60c4de835147bd4fe2d2c90d	2017.0	5.0	7.78
0bc9799df0a2420eba0c14ac8c45395e	4d881d51bce723a1cd0d46bf7b856d6d	6726ef1e1343a6374c8d05895bd84e7e	2018.0	5.0	0.5
6d16f15200854e248ca5b66ca857b54d	4ecb21db678589b74bac776e899cc296	c9178993f9a64c73b02f8eeaa222d1ee	2018.0	1.0	3.43
058b183ddee646cf8214c5e7019792c2	4f793954d8e8347298d29d5c478904f5	28540f21cc923a0ca60eeb58d3ed0be8	2017.0	3.0	5.86
b9b9df800e994f82a3374363989419be	5994527302cdc85a8870b87474638abe	ac1d7b8ff9a7c60d0c877e6c49842a8b	2017.0	3.0	0.98
ec7aad8765724292bdc46c06979160ca	5a93b629add159d7182dae169af4883d	3eddffe95919c2cfc4939463020299e0	2018.0	3.0	5.49
2a6334d6ef7c4dcb9df682ce3f7fe59c	5d20b769d1dd41ee4d99e1dd61fbc6a3	a3e37ffdd51b80593a9827a2f84a62e0	2017.0	4.0	1.91
1c8ae0e63d0f4c5d9fc78ef5e645a067	6dcc223a0e6a10ca1281ff5b8f1bfda8	d54e8ec42a743105d5bd023b166e1bee	2017.0	2.0	9.33
eeb2a347183b4dc39b4a05bd497bade3	713464ca6a262cc226cc29b2c795d10d	d54e8ec42a743105d5bd023b166e1bee	2017.0	1.0	11.9
f9920a3bbb7b4ee2ba65c06c1042b447	7dc6eed3cd54ae3ad3e18d4dc7efa76a	73ad4eddad193b85720c2c0ee6bfddae	2017.0	4.0	3.3
410d7b3802544ae8a6df5b101a7f12dc	82f87e76e11b211c9201b635a9312ab7	35f672726e534cadcbe7ec0628c05f9a	2017.0	1.0	5.99
a080b682d69043d1b92050002e1778ac	8385c4e79740d2b1718266b7a4f8bfa2	5c2cc2984c01efb47ce2cc8034ad7372	2019.0	2.0	4.62
f82de0b69e2b45d3a547b5e1636a2620	86fb77bab56b8a7e888e4b3b51e38a27	1656a46b5b19ccdd549f10a6b804dfaa	2018.0	4.0	2.82
9a544836f52547d19460a1daee90f5c2	8e4ea05063cdfa2ef7bf844daaa2e02f	33ffe19ee6668facb14edef6321b748d	2018.0	2.0	10.49
8d374a7a6d014a90ab0b97924dacfc87	9c279b3d50f8e1859570d07a10f7983a	7857d86ae47bd003e32777e3dbca119a	2017.0	2.0	5.92
9fe43fb802944a07b1daf514869ee444	9cc09924d14f9c83dffc8a9dd36be463	98fd87022cff665e17d66f6b89db9732	2019.0	3.0	5.37
67fb6531bac04de9a9c9c65bf4c4f05e	9fe9cec2651dd08859f01b68d404aef0	95b8b522934e9c3241fb8a3620f20226	2019.0	2.0	2.11
53af72b21c494b638f3feef1636ed36b	a003723c69d05e7431135a48446bf075	2c520108bda9cb0f21a6689c104dd659	2018.0	1.0	9.7
b5d1a2e5498e45da8a99180b1948d0b9	a02186c7aec7672e70f84602455e49f3	a99c68c0462fd64c17adb8dc797d4327	2018.0	1.0	5.15
f6658590db0d44768d2491c9252c4106	a27dad7e4dcbf5ec14d07376d72237c3	5dbcbf48dfe797ab79a30bba20aacc24	2017.0	3.0	0.56
5e54f026ff084fbcbbed44c2897c7179	a51f620ad3a96aee4cf544199a78badb	27c7ff37f8af3b5c3afe348cbec2e1c0	2019.0	3.0	0.65
44845f299d5b4f34aba9ba525c32b835	a60241d6615972d2dd13e5cb96ed0315	44250c652770770079dd737c6f7d4541	2018.0	4.0	3.3
d0cde5db43f8439e84cc51f0171e7c98	aacc27ff6255d12e8bd3e61eb566cd26	0b077c03324f211a1d3929d1fe40b90f	2018.0	2.0	15.35
c1d4a8873f1240dab7e4e6381205a1a7	acc9e972c745593a0db6a46935c770b8	95e00bb9e2078312f3189dda7049c801	2018.0	2.0	3.95
b8c41e0260144462ac650ce8ff8fbdd1	b0bf67b98731c8d0fa9735431efb9557	f0ed15215f90c54f7017de57530cee99	2017.0	2.0	16.82
7c5c39dec76544fc9c79eb04fea52df5	b2eb74fdd5a87ec7f292c3531a43e8b8	1843ba8214970c7de1b52f2865919927	2019.0	5.0	2.04
21205299c0e64a2780961deb1d96fe4e	c62448d52e1e7a6d82a794aaee86d4e3	50727ffc7ae054b32093cfd611629934	2018.0	4.0	4.08
cbcc8ac4ccd94b5a9f4c61c3ac7e5535	ca1fcfc37e64594c0c40e1d704f30332	9f0314f23413e4f19591c1c52393cec3	2018.0	2.0	7.86
f14f3498e35245d7a8c4de19e5be103f	cd8671d89bfbeb5ce369a00c121ad368	ce32c8e6cc63cff932b765259124dc91	2018.0	1.0	5.95
56b8ea3a19274da4a9f9fbad8b544fdc	ce713a9b5e8cb1f62bc30d7cae7f3422	90767d001569256700d108c0d4cc3fbe	2018.0	3.0	4.51
651d7fc73f8a4f2fa3aa0d6f8d98a963	cf56e8588b772715e2317399e1397f7d	29952704341921a26399b5be0a79b1b0	2018.0	1.0	6.67
c4d3bf7cca1c40aa8ff1c124cbdb5d0c	cfaae4b776e257cc2380edddcd407a43	b5dfa8769c4c29d63d502bebc70bb4fb	2018.0	2.0	2.88
1a249d8fee89419ba01ba937a4dca1d6	d9530e5495fbf25d7aae082e8a65c722	7c5203c2126b83c6aab2f1b4c49be1d2	2017.0	2.0	4.03
fbb76916157b464cb13add4e0a145e2a	e5f54937436003dca459238e8432f517	9e3475556b7dfd2d16c5197f725d1dbf	2018.0	4.0	8.6
f177c747fcdc4d969e54eb8048476d61	eb22ccc233b97a9ba9dd1cfddb8725d8	f0f591249b8501da2794ddcca51f7cfa	2017.0	2.0	14.21
6907c71d91584aefb0421018ec7316f5	f27c501db7f1d460f8c13501318b8b10	3eddffe95919c2cfc4939463020299e0	2017.0	5.0	2.09
b5c72b5b28094d55b762f245ea2f30f6	f3c9328e1478d360c4576e062f459199	fb6d1fb64b7e0226f8d1aa0ec05fa8fd	2019.0	4.0	0.12
5a9518c9b09d4a588716b50c6ed4d583	f9d9d7b6ccef8935a05fc2a759aeeab7	95671f874f01f3d7bed0d760391618bc	2019.0	3.0	8.81
2b1a32b55aea4b64abae7601393064ec	ffa73eff140bc7f3ac2549716d55972a	97b9062d89e5c665595aa86c3002b1b8	2018.0	1.0	51.48
db8e922e3d9e419fb5193e38feebfdd9	098553e5323ad14e0a4872798595e46c	879245ab63b33fed1175ab8355cb7764	2018.0	4.0	0.04
9c307299c4b348d7b6ce3461a59d0492	0c87c089723c3dd6a6e27a18c14c525d	c786e176d710f7bb1ecce8ac6e1b8f24	2017.0	5.0	4.09
14d2b122958c4d5dbddb4ec85183325a	12175c6ee5defb46acdf3f0b45bc6af4	026d0736ff8659e99e2bc5b9414cad1e	2017.0	3.0	6.52
d671a0d3be4c44af9d599a7da68e3bdd	19bef526143987a99ae67266c8c7ea0d	a524d4973a4e19d39a9c58c208898c00	2019.0	4.0	3.16
7a3980f0d7a74f12bed9c19ec71cc4e9	1e0b5cf7884dca3e426966685eee9cc3	fb20007b33259836c3741b2f7ae418ae	2018.0	5.0	5.68
0ce9b4523ec54b03b74bb665c8deabdb	217cdc5ac345156c6241dfa408517cb5	26cf4538e4a5804cb266125f7e7cc665	2018.0	4.0	2.81
ff2eb38cec16413eaa2af81bbb798755	225a640dd061237b9f4a783462f753c7	c20a3210dacd3acff73d3938ffadbbff	2019.0	4.0	0.06
c4530ae1686c4663802e062adb04340f	2ee19bf13181c44af0a03e6c9a859a4b	990d603cae0537cd5f11f0a76a82b49b	2019.0	5.0	0.32
6ad5b7c692ab4428ba4ebcabf0c0e7d8	319adf3afeb3a22b9d76f7c21b730737	17fcea33ecd31a30b79f7ccd94f5faaf	2018.0	3.0	6.51
acb6bccf876943fa82039e0fb3aa2935	37fb45903d9460c35bd6cd7f197eb63c	dc1d72252bf972b661e1235a69dfad6d	2018.0	4.0	2.62
084ce53ead9d47d99d01a61735c2f57f	39fdca35f0e5d3b516304f595de62600	5614b4bf4773cac3765b55b8ad7b216e	2018.0	4.0	2.19
921b0865764b4794bf73e1e182b89244	3bb2de2b111d295aa8975488b89f61d5	f7d1cfe60995645ad9d8445303d5926b	2018.0	4.0	1.5
2fe8edbb06314fe7a54a0ac7cd817b5c	42c0b7e3fbb3a98ef1730e307f5988fc	7942dbb4a322160ba1c7dce1729fd8cf	2017.0	1.0	9.86
ab64ed18a3444a6ea608dff3fe8cd216	4aa869a390b673057a9e3440a7bed5d4	40a2d93dbbb2276bcf97af0d75d260d6	2018.0	4.0	3.66
8a7841de69134c6092f3b6ce50ceac54	5ab43d70d3b1977d51e1ffccb832f462	659437bbfad43330b7d35e7f5b349e9e	2018.0	1.0	22.77
90c1d23888b442ea8438eff47e34e47b	5b6881781d8e57fa004c1708b3ee7812	e0a8482ce3fe1cbc6857de06d2d48808	2018.0	4.0	3.47
c7c863e8d39147eea95bbd858e31c380	6ac2a9d37957d3d15001ee50288494cf	15495d4a91aaf23ab2ff3270cd347932	2018.0	2.0	2.29
3b779d1729084547b2c90b110d290b41	6e47db6f42615f842878a2d91c9d5e70	ed4332c09462c13336cadd4aee2c0c7f	2019.0	1.0	1.95
6989c507974b4d0baf7814e9020c9e0f	6fa116fd395514f449bdb89e46041d4d	93d9b501f774f2f496365afe04ae285d	2018.0	3.0	5.79
c918e30104664651b7f479a0b0a5fd22	7fd668ccad5177c7a2ed8c818d7c5907	7d631b266d9d0d8ab6b1e61a7229c82b	2019.0	2.0	9.96
37333ebc85a9477290e310cbcadd50a5	840959284b14d02fc34df0bce71be953	be75aa27c4c32d6e35c30eeca1ea643f	2019.0	2.0	8.31
c362fa07e7f14faeb2bf78f1a79e393e	8614bd309eb04b505f05aadcc7059439	13b8cef3e387c04ef3e54f2437c56df9	2017.0	2.0	4.95
